Part5,Labor_Cost_USD,Part_Cost_USD,Days_To_Fail_MinZero,Miles_To_Fail,Customer_Complaint,PROBLEM,Target
1469,156,64.01,74,2927,CUST. STATES VEHICLE WONT CRANK CHECK AND ADVISE. INTERMITTEN BRAKE BOOSTER FAILURE. REPLACED BRAKE BOOSTER PER JAY EMERY.,Unconfirmed,0
1469,218.06,51.25,554,18498,HARD TO START CAR DUE TO BRAKE PEDAL HARD TO APPLY,Unconfirmed,0
1469,261,68.88,410,5400,"CHECK BATTERY AND ELECTRICAL SYSTEM. CLIENT STATES THAT WHILE DRIVING  POWER OFF LIGHT COMES ON.  STIFF BRAKE PEDAL DURING INTERMITTANT NO START, TECH LINE ADVISED TO REPLACEBRAKE BOOSTER.",Unconfirmed,0
1469,175,84.55,233,7319,CUSTOMER STATES: SOMETIMES CAR WILL NOT START (SEE CHRIS FOR VIDEO) CK AND ADVISE,Unconfirmed,0
1469,113.4,0,84,5003,C/S AUTO ENGINE IDLE STOP SYSTEM PROBLEM _ PLEASE CHECK MESSAGE ON DASH,Unconfirmed,0
1469,108,60.85,226,5762,CS THAT SHE HEARS A POP FROM THE LOWER RIGHT SIDE OF THE VEH WHEN GOING OVER BUMPS,Unconfirmed,0
1469,247,67.33,18,565,MULTI POINT VEHICLE INSPECTION,Unconfirmed,0
1469,228,196.38,496,27240,CUSTOMER STATES THE BRAKE PEDAL IS SOFT / SPOGY AND HAS TOBE PUMPED TO STOP,Unconfirmed,0
1469,183.17,98.64,445,21516,THE BRAKE FLUID REQUIRED TO BE TOPPED UP,Unconfirmed,0
1469,156,67.33,279,17790,"SQUEAKING NOISE FROM BRAKE PEDAL AGAIN, SAME NOISE AS BEFORE",Unconfirmed,0
1469,53.82,0,0,26,CHECK AND REPORT ON VSA LIGHT ON AT PDI,Unconfirmed,0
1469,169.5,82.2,496,31200,"CUSTOMER STATES CHECK ENGINE LIGHT COMES ON AND VEHICLE RUNS ROUGH. INTERMITTENT CONCERN, CHECK AND ADVISE.",Unconfirmed,0
1469,159.6,62.74,32,1592,CUSTOMER STATES CHECK ENGINE LIGHT CAME ON WHILE DRIVING AND ENGINE RPM IS FLUCTUATING PLEASE CHECK AND ADVICE,Unconfirmed,0
1469,224,256.85,812,11286,PINGING NOISE WHEN STEP ON BRAKE PEDAL,Unconfirmed,0
1469,198,71.45,736,30371,CUSTOMER STATES CHECK ENGINE LIGHT ON,Unconfirmed,0
1469,96,0,11,395,AUTO ENGINE IDLE STOP SYSTEM PROBLEM- TECHLINE REF 3791771,Unconfirmed,0
1469,180,0,27,983,GUEST STATES THAT THERE IS A IDLE SHUT OFF WARNING ON THEMID. PLEASE CHECK AND ADVISE.,Unconfirmed,0
1469,299,78.1,819,21470,CLIENT STATES CAR WILL NOT START. GOES INTO ACCESSORY MODE,Unconfirmed,0
1469,110.43,0,2,140,IDLE STOP MALFUNCTION SIGN ON DASH SHOWING UP WHENDR IVING,Unconfirmed,0
1469,307.2,1313.38,499,3540,CUSTOMER STATES BRAKE FLUID LEAK ON DRIVERS FLOOR;INSPECT/ADVISE,Unconfirmed,0
1469,190,253.26,784,23293,CUSTOMER STATES BRAKE PEDAL GOES TO FLOOR AND BARELY STOPSVEHICLE,Unconfirmed,0
1469,117,50.85,130,4956,C/S HARD TO PUSH BRAKE PEDAL AND START VEHICLE PER TECHLINE #3787134 REPLACE BRAKE BOOSTER,Unconfirmed,0
1469,300.28,109.75,52,1602,"CHECK AND REPORT ON THE BRAKE FLUID, POWER STEERING, CRUISE CONTROL, TRACTION AND HILL ASSIT LIGHT ARE ON",Unconfirmed,0
1469,0,0,94,750,UNKNOWN,Unconfirmed,0
1469,130,0,811,21289,CLIENT STATES BRAKE PEDAL GET VERY HARD AND CAR WILL NOT START,Unconfirmed,0
1469,212.5,103.61,236,8235,C/S; BRAKE PEDAL FEELS HARD WHEN FIRST STEPPING ON IT TO START VEHICLE. ADVISE,Unconfirmed,0
1469,253,1371.78,552,13274,CUSTOMER STATES BRAKE FLUID LEAKING INTO THE DRIVER SIDE FLOOR BOARD INSPECT AND ADVISE,Unconfirmed,0
1469,168,280.01,503,14454,C/S: CUST STATES THE IS A FCW LIGHT IN TWO LOCATIONS. LDWLI GHT IN 2 LOCATIONS AND A BRAKE LIGHT THAT ARE ALWAYS ON.PL,Unconfirmed,0
1469,212.5,1584.85,807,9653,CUSTOMER STATES ENGINE LIGHT CAME ON AND VEHICLE STARTED BUCKING NO WARNING LIGHTS AT THIS TIME,Unconfirmed,0
1469,176.4,250.07,632,30062,CUSTOMER STATES MULTIPLE DASH LIGHTS ARE COMING ON THE DASH AND NOT GOING OFF,Unconfirmed,0
1469,162.5,0,46,463,CUSTOMER STATES THAT THE IDLE ENGINE STOP LIGHT IS ON PLEASE CHECK AND ADVISE,Unconfirmed,0
1469,1053,793.32,751,49914,TECHLINE REF# 3769168 CUSTOMER STATES CHECK EMISSION LIGHTIS ON. SEE HISTORY.,Unconfirmed,0
1469,273,56.83,51,2850,CUSTOMER STATES: THE CAR WOULD NOT CRANK OVER AGAIN TODAY.(BATTERY PASSED GR8 CHARGE AND TEST 2 DAYS AGO. CAR ALSOPASSED PARASITIC DRAW TEST 2 DAYS AGO.) FURTHER NOTE: WE STARTED THE CAR 6 TIMES OVER 2 DAYS AND COULD NOT VERIFY ANO CRANK CONDITION.,Unconfirmed,0
1469,276,68.07,73,3101,CUSTOMER STATES VEHICLE HAS HARD PEDAL INTERMITTANLY WHENFIRST ENTERING VEHICLE. SERVICE DIRECTOR WAS ABLE TO DUPLICATE HARD PEDAL ONCE SEE HISTORY. IN THE INTEREST OF CUSTOMER SATISFACTION AMERICAN HONDA HAS AUTHORIZED REPLACEMENTOF THE BRAKE BOOSTE,Unconfirmed,0
1469,188.5,87.81,127,3885,AT TIMES CAR WILL NOT START AND BRAKE PEDAL IS HARD TO PUSH. TECHLINE SUGGESTED TO REPLACE BRAKE BOOSTER AND CHECK VALVE.,Unconfirmed,0
1469,178.1,74.51,595,9815,CLIENT STATES CHECK ENGINE AND SHAWD LIGHTS ARE ON-ADVISE,Unconfirmed,0
1469,176,185,770,22246,BRAKE BOOSTER LOSING VACUUM INSTALL SOP,Unconfirmed,0
1469,345.12,0,281,23127,PRESSURE IN BRAKE PEDAL IS ABNORMAL,Unconfirmed,0
1469,169.43,48.69,0,25,PLEASE CHECK FOR BRAKE PEDAL GETS HIGHER THE LONGER VEHICLE IS DRIVEN,Unconfirmed,0
1469,216,129.9,967,32579,LOUD NOISE WHILE DRIVING AND BRAKING FROM FRONT,Unconfirmed,0
1469,169,60.79,76,5234,C/S BRAKE PEDAL HARD TO PUSH/CAR WON`T START,Unconfirmed,0
1469,290.28,72.38,302,8431,"HAD TO PRESS REALLY HARD ON BRAKE PEDAL  IN ORDER TO START CAR - INTERMITTENTLY - VERIFIED ISSUE AND CHECKED BRAKE BOOSTER, NO LEAK WAS FOUND, ADJUSTED BRAKE SWITCH, VEHICLE STARTED EVERY TIME - CUSTOMER TO MONITOR",Unconfirmed,0
1469,0,0,183,14105,UNKNOWN,Unconfirmed,0
1469,34.06,5.8,518,21035,BRAKE STROKE IS TOO SOFT - PROVIDE CUSTOMER WITH STROKE DISTANCE & BLEED THE BRAKES,Unconfirmed,0
1469,144,82.2,324,10636,C/S NOISE WHEN PRESSING BRAKE PEDAL,Unconfirmed,0
1469,310.5,70.92,27,977,BRAKE PEDAL IS HARD WHEN COLD AND CAR WILL NOT START. RPL BRAKE BOOSTER AS PER TECH LINE,Unconfirmed,0
1469,263.23,1416.82,605,22923,C/S: WHEN REVERSING CAR MAKES A SCREECHING NOISE & WHEN DRIVING OVER 50MPH VEHICLES SHAKES AS WELL,Unconfirmed,0
1469,140.4,177.82,607,24501,CUSTOMER STATES  WHEN PRESSING THE BRAKE PEDAL (AT IDLE) IT MAKES A HISSING NOISE,Unconfirmed,0
1469,316.8,1324.15,531,23263,CUSTOMER STATES THE BRAKE SYSTEM LIGHT HAS CAME ON TWICE ALREADY AND IS ON AGAIN,Unconfirmed,0
1469,215.9,213.5,183,14105,BRAKE PEDAL HAS TOO MUCH TRAVEL,Unconfirmed,0
1469,145.6,3.59,159,4676,CUSTOMER STATES ARE INTERMITANTLY NOT BRAKING PROPERLY; WAS IN TWO FRONTAL ACCIDENT BECAUSE OF BRAKES NOT RESPONDING. THERE IS A SPONGY BRAKE. CHECK AND ADVISE.,Unconfirmed,0
1469,193.8,276.42,585,16450,VSA LIGHT IS ON,Unconfirmed,0
1469,223.64,280.1,553,12852,FCW LIGHT ON FOUND V0416-68 VSA BRAKE ACTUATOR MALFUNCTION65-1 BRAKE FLUID LEVEL LOW REPLACED BOOSTER AND  MASTER C YLINEDER,Unconfirmed,0
1469,221,1592.03,11,1353,CK BRAKE WARNING ON ADVISE,Unconfirmed,0
1469,236.42,219.1,195,5607,CUST STATES; LOW BRAKE FLUID WARNING LIGHT COMES ON - CHECK & REPORT,Unconfirmed,0
1469,153.4,67.33,71,2429,CUSTOMER STATES VEHICLE WILL NOT START BRAKE PEDAL IS HARDAND NOTHING WILL HAPPEN,Unconfirmed,0
1469,300,313.01,615,10318,< *CLIENT STATES; DAMON TO CHECK BRAKE PEDAL; CLICKS WHENPUSHING DOWN SLOWLY.,Unconfirmed,0
1469,154.7,74.51,654,20159,"CUSTOMER STATES, WHEN TRYING TO START VEHICLE, SOMETIMES THE BRAKE PEDAL IS VERY DIFFICULT TO PUSH DOWN.",Unconfirmed,0
1469,66,0,1013,34036,C/S THERE IS THUMPING NOISE WHEN DRIVINGEITHER LOW OR HIGHSPEEDS FROM THE BACK WHEEL AND HAPPENS WHEN BACKING UP TOO,Unconfirmed,0
1469,161,55.94,301,5871,"CUSTOMER STATES SHE HAVE HAD STARTING ISSUES SINCE 2014 FORWARD. BRAKE IS VERY HARD TO PRESS WHEN WILL NOT START. CUSTOMER HAS DOCUMENTATION OF DATES WITH THE STARTING ISSUES. HAVE NOT HAD ANY STARTING ISSUES SINCE MAY. SUSPECT WARMER WEATHER, BUT SU",Unconfirmed,0
1469,203.7,280.01,117,5357,CUSTOMER STATES THE VSA WARNING LIGHT INDICATOR AND OTHERWARNING LIGHTS ARE ON...STARTED AGAIN LAST NIGHT.....ADVISE,Unconfirmed,0
1469,136.5,272.83,748,21496,"BRAKE MASTER  CLYLINDER LEAKING FLUID,  DAMAGED THE BRAKEBOOSTER, REPLACE, REPLACE BOTH",Unconfirmed,0
1469,175.5,67.33,675,24436,CS: CAR WOULD NOT START THE OTHER DAY; BRAKE PEDAL WAS STUCK. FOUND THE VACUUM BOOSTER AT FAULT. REPLACED VACUUM BOOSTER PER TECHLINE.,Unconfirmed,0
1469,333.5,0,139,3408,CHECK IMA SYSTEM LIGHT CAME BACK ON. IT HAS BEEN FINE UNTILL HE DROVE TO SAN FRANSISCO AND PARKED IT AND THE NEXT MORNING WHEN HE STARTED IT THE LIGHT WAS ON. CHECK AND FIX,Unconfirmed,0
1469,338,1588.44,875,35199,TECH FOUND THE BRAKE FLUID RESERVOIR EMPTY,Unconfirmed,0
1469,171,82.2,0,6,C/S THE BRAKE LIGHT IS ON,Unconfirmed,0
1469,131.2,279.73,502,13554,FCW SYSTEM FAILURE (LDW AND FCW LIGHTS ON ON DASHBOARD),Unconfirmed,0
1469,165,125.02,225,8689,DEBIT/CREDIT CUSTOMER STATES WHEN PRESSING THE BAKES THEREIS WHISTLING SOUND,Unconfirmed,0
1469,172.72,62.26,366,11949,C/S SQUEALING COMING FROM BRAKES; ONLY WHEN VEHICLE HAS BEEN DRIVEN FOR A WHILE AND WARM. PLEASE INSPECT AND ADVISE,Unconfirmed,0
1469,196,304.77,0,25,INSPECT BRAKE SYSTEM FOR ANY REPAIRS NEEDED,Unconfirmed,0
1469,589,766.25,147,4035,SAYS BRAKE PEDAL GOES ALL THE WAY TO THE FLOOR MOST OF THETIME TECH REF 3749790,Unconfirmed,0
1469,228.8,1364.6,559,30172,CUST STATES BRAKE SYSTEM LIGHT STAYS ON. ADV. REPLACED COMPLETE SERVO SET.,Unconfirmed,0
1469,154.7,74.51,750,29341,CUSTOMER STATES THE BRAKE PEDAL IS VERY HARD TO PRESS WHENSTARTING.,Unconfirmed,0
1469,120.98,176.04,432,37258,DURING INSPECTION FOUND THE MASTER CYLINDER LEAKING. LEAKING HAS CAUSED DAMAGE TO THE BRAKE BOOSTER.,Unconfirmed,0
1469,117.6,52.28,11,634,CUSTOMER STATES BRAKE PEDAL GOES TO FLOOR ADVISE,Unconfirmed,0
1469,192,84.55,172,11563,CUST STATES THEY HAVE TO PUSH THE BRAKE REALLY HARD AFTER CAR HAS BEEN SITTING TO START THE VEHICLE,Unconfirmed,0
1469,156,78.1,157,10417,CUST STATES BRAKE PEDAL THAT SQUEAKS WHEN DEPRESSING AND RELEASING VEHICLE,Unconfirmed,0
1469,261.8,238.66,879,31365,BRAKE FLUID LOW LIGHT IS ON,Unconfirmed,0
1469,58.32,0,95,862,DIAGNOISE CHECK ENGINE LIGHT HOOK UP TEST EQUIPMENT AND RETRIVE CODES ROAD TEST ( CHECK AUTO STOP LIGHT COMES ON) CUSTOMER TURNED VEHICLE OFF AND NOW THE LIGHT IS GONE,Unconfirmed,0
1469,39.6,0,525,24745,BRAKE PEDAL FEELS SPONGY,Unconfirmed,0
1469,37.5,0,16,871,CUSTOMER STATES HE HAS TO PRESS THE BRAKE PEDAL ALL THE WAY TO THE FLOOR TO HAVE THE BRAKES ENGAGE; INSPECT AND ADVISE.,Unconfirmed,0
1469,17,0.49,378,12926,CUSTOMERS STATES POWER OULETS ON CONSOLE DONT NOT WORK PLEASE CHECK AND ADVISE. FUSE WAS OVERLOADED AND NEEDS TO BE REPLACED. REPLACED FUSE WITH NEW FUSE.,Unconfirmed,0
1469,176,276.42,446,11763,LDW/FCW/VSA LIGHTS CAME ON,Unconfirmed,0
1469,116,0,5,100,AUTO ENGINE IDLE STOP PROBLEM LIGHT COMES ON AFTER DRIVING10 MINUTES,Unconfirmed,0
1469,162.5,85.02,443,13737,VEHICLE WILL NOT START AT TIMES,Unconfirmed,0
1469,95,0,39,1843,PRICE 0 C/S: LIGHT OF FAILED FCW SYSTEM; THE RED BRAKE LIGHT IS ON AT INST. PANEL IS IN RED; LDW AND FCW ARE ON THEPANEL - STABILITRAC LIGHT IS ALSO ON - CSI - APPT - WAIT,Unconfirmed,0
1469,151.2,120.68,613,21093,WHILE DRIVING THERE IS A PULSATION FEELING IN BRAKE PEDAL.JUST HAD MODULATOR REPLACED. RR BRAKE POWER BOOSTER & RO  AD TESTED,Unconfirmed,0
1469,287.5,60.13,532,14608,CUSTOMER STATES RELEASING THE BRAKES IT MAKES A CLUNK NOISE,Unconfirmed,0
1469,162.5,91.73,701,14439,VEHICLE WILL NOT START AT TIMES,Unconfirmed,0
1469,128,196.38,818,31996,C/S BRAKE PEDAL GOES TO THE FLOOR BEFORE IT WILL BRAKE VERIFIED CONCERN NECC TO REPLACE VAC BOOSTER AND MASTER,Unconfirmed,0
1469,175.93,67.33,287,10806,"CUSTOMER STATES: CLIENT STATES THAT THE BRAKE PEDAL IS VERY HARD TO PUSH WHEN YOU TRY TO START THE VEHICLE, TECH LINE NO. 373404-REPLACE BRAKE MASTER CYL BOOSTER",Unconfirmed,0
1469,99,0,6,452,"AUTO IDLE STOP ENGINE LIGHT WILL RANDOMLY COME ON,FOUND CODE STORED,FOLLOWED TEST PROCEDURE,FOUND VAC HOSE DISCONNECTED FROM BRAKE BOOSTER,RECONNECTED HOSE AND TEST DROVE",Unconfirmed,0
1469,66,0,89,1589,LKAS LIGHT IS ON,Unconfirmed,0
1469,165,103.61,225,8689,CUSTOMER STATES WHEN PRESSING THE BRAKES THERE WHISTLING SOUND CHECK AND ADVISE DONT EVEN HAVE TO BE MOVING ONLY TIME YOU HEAR NOISE IS IN PARK,Unconfirmed,0
1469,48,3.59,22,1155,BRAKES ARE SQUISHY,Unconfirmed,0
1469,291.21,70.1,214,10078,REPORTS VEHICLE IS NOT STARTING UNABLE TO PUSH BRAKE PEDAL  WILL TRY NUMEROUS TIMES THEN PEDAL WILL MOVE AND THEN VEHICLE WILL START,Unconfirmed,0
1469,360.93,258.63,19,995,VERIFIER LA LUMIERE ANTIPATINAGE EST ALLUMER,Unconfirmed,0
1469,207,71.45,465,22004,CUSTOMER STATES BRAKES ARE NON-RESPONSIVE AND GRINDING. TECH VERIFIED CONCERN AND FOUND BRAKE FLUID LEAKING FROM MASTER CYLINDER INTO BOOSTER. REPLACED BRAKE MASTER CYLINDER AND BOOSTER,Unconfirmed,0
1469,250,453.08,66,2029,"CLIENT SATES WARNING COMING ON ABOUT LOW BRAKE FLUID PLEASE CHECK AND ADVISE.  REPLACED LEAKING BRAKE BOOSTER AND MASTER CYLINDER, FREIGHT #88060453027 & 41060462519.",Unconfirmed,0
1469,165,61.39,28,1914,CHECK ENGINE LIGHT IS ON; INSPECT AND ADVISE (ESTIMATE INCLUDES RECOVER CODES & PRELIMINARY DIAGNOSIS),Unconfirmed,0
1469,178.5,1577.67,1029,12611,CUSTOMER STATES THE RED BRAKE LIGHT IS COMING ON WHILE DRIVING. HAS HAD PREVIOUS ISSUES WITH THE BRAKE LIGHT/ADVISE,Unconfirmed,0
1469,175.5,213.96,685,24657,THE BRAKE FLUID IS LOW. FOUND MASTER CYLINDER LEAKING FROMREAR SEAL INTO BOOSTER. REPLACED MASTER CYLINDER AND BOOS TER PER TECH LINE. ROAD TESTED.,Unconfirmed,0
1469,118.8,48.69,69,3034,DURING TEST FOOUND BRAKE BOOSTER TO BE MAKING RUBBING NOISE,Unconfirmed,0
1469,155.2,62.26,430,14260,"CUSTOMER STATES BRAKE SYSTEM INDICATOR ON THE DASH HAS BEEN COMING ON AND OFF AT TIMES LATELY. BRAKE LAMPS ARE FUNCTIONING PROPERLY, BUT THE FLUID LEVEL IS VERY LOW.",Unconfirmed,0
1469,88.24,49.75,735,33913,REPLACE BRAKE MASTER AS PER TECHNICIAN LINE AND LAST WORKORDER.,Unconfirmed,0
1469,739.2,67.33,0,259,DEBIT/ CREDIT: CUSTOMER STATES ALMOST EVERY MORNING VEHICLE WILL NOT CRANK.,Unconfirmed,0
1469,210,1577.67,928,9792,CLIENT STATES LEAK PRESENT ON STEERING COLUMN ON THE BOTTOM PORTION IN THE INTERIOR,Unconfirmed,0
1469,929.6,67.33,0,259,"CUSTOMER STATES ALMOST EVERY MORNING (AFTER VEHICLE HAS SAT OVERNIGHT) VEHICLE WILL NOT CRANK/START WHEN PUSHING START BUTTON. ALL THE LIGHTS COME ON, THE GREEN LIGHT ON THESTART BUTTON COMES ON, VEHICLE WILL NOT START. CUSTOMER WILL KEEP PUSHING STA",Unconfirmed,0
1469,162.5,74.51,272,16149,CLIENT STATES THAT AT TIMES THE BRAKE PEDAL WILL GET VERYHARD AND VEHICLE WILL NOT START,Unconfirmed,0
1469,123.5,177.82,413,7864,REPLACE BRAKE BOOSTER,Unconfirmed,0
1469,264,1327.74,231,8543,BRAKING SYSTEM LIGHT ON TECH LINE REF 3710461,Unconfirmed,0
1469,162,54.77,18,648,AUTHORIZED BY SERVICE MGR CUSTOMER STATES BRAKE WARNING LIGHT AND TCS LIGHTS ARE ON,Unconfirmed,0
1469,1590.3,84.55,321,6615,"CUSTOMER REPORTS AFTER CAR IS STARTED COLD, SITTING OVER NIGHT, MAY NOT START RIGHT AWAY BUT WITHIN THE FIRST MILE &HALF SHE WILL HEAR A FAINT BUZZING NOISE FROM ENGINE AREATHAT IS HEARD WITH FOOT ON & OFF BRAKE BUT MORE PRONOUNCEDWITH FOOT ON BRAKE",Unconfirmed,0
1469,45,0,780,13066,C/S SQUEAKING NOISE IN DRIVERS REAR OF VEHICLE WHILE DRIVING,Unconfirmed,0
1469,258.3,75.04,566,8374,CUSTOMER STATESCUSTOMER STATES WHEN PARKED ON AN INCLINE AND WHEN TAKING HER FOOT OFF THE BRAKE FROM PARK THERE IS ANOI SE. CUSTOMER WANTS TO MAKE SURE ITS NOT A CONCERN. SOUNDS LI KE ITS COMING FROM THE BRAKE PEDAL AREA. DIAGNOSEAND ADVIS,Unconfirmed,0
1469,252,280.01,376,24452,"UPON UNDER THE HOOD INSPECTION, TECH FOUND BRAKE MASTER CYLINDER LEAKING",Unconfirmed,0
1469,294.13,249.95,167,1422,ALL DASH LIGHTS ON,Unconfirmed,0
1469,261.33,249.95,673,7935,"CHECK & REPORT ON 3 LIGHTS ON DASH. TRACTION CONTROL, ABS AND PARKING BRAKE AND BRAKE FLUID LOW IN RESERVOIR",Unconfirmed,0
1469,161.1,71.45,744,28226,"CUSTOMER STATES THERE IS A NOISE INTHE DASH  HEARD WHEN SITTING STILL, NO AIR OR RADIO ON. PER PREVIOUS DIAGNOSIS INSTALL VACUUM BOOSTER.",Unconfirmed,0
1469,66.5,458.91,0,11,WHEN LOT ATTENDANT MOVED VEHICLE HE NOTICED THE BRAKE PEDAL IS SOFT AND THE STABILITY LIGHT IS ON... CHECK AND ADVISE,Unconfirmed,0
1469,252,269.24,398,12730,CUST STATES LDW TRACTION CONTROL LIGHTS & BRAKE LIGHTS AREON. FOUND FLUID LEAKING COMING FROM BETWEEN MASTER CYL &  BRAKE BOOSTER DUE TO CONTAMINATION AND POSSIBLE SEAL DAMGEFROM BRAKE FLUID LEAKAGE. REPL MASTER CYL AND BRAKE BOOST ER.,Unconfirmed,0
1469,152.1,67.33,348,9596,TECH LINE REF# 3703728 CUSTOMER STATES VEHICLE WON`T START/ BRAKE PEDAL WENT HARD,Unconfirmed,0
1469,128.4,170.55,585,27441,CUSTOMER REPORTS NOISE AND RAPID WEAR FROM BRAKES. CHECK AND ADVISE,Unconfirmed,0
1469,303.21,192.79,37,690,"ENG & DRIVEABILITY, C/S THAT BRAKE PEDAL FEELS SOFT ON INTIAL START UP, STATES HE HAS TO PUMP BRAKE PEDAL MULTIPLE TIMES, C/A, C/A",Unconfirmed,0
1469,151.16,259.12,92,1022,TOUTES LES LUMIERES SONT ALLUMER DANS LE TABLEAU DE BORD,Unconfirmed,0
1469,310.5,64.51,132,6914,CLIENT STATES THE BRAKE PEDAL IS VERY HARD OFTEN AND WHENTRYING TO START THE CAR THE ENGINE WILL NOT TURN OVER - MSGON MID SAYS PRESS BRAKE PEDAL AND START BUTTON AT SAME TI ME. WHEN THE VEHICLE FINALLY STARTS THE BRAKE PEDAL GOESTOTHE FLOOR AND THE,Unconfirmed,0
1469,86.59,51.15,264,7793,VERIFIER BRUIT DE METAL QUAND APUIE SUR LA PEDAL DE FREIN.,Unconfirmed,0
1469,205.8,68.91,341,15628,CUSTOMER STATES THE BRAKE PEDAL MAKES A SQUEALING NOISE. CHECKED AND FOUND VAC LEAK FROM BOOSTER REPLACED THE BRAKE BOOSTER RETEST ROAD TEST,Unconfirmed,0
1469,205.58,210.99,196,10743,CLIENT STATES THAT IN THE MORNING THERE IS A MESSAGE THATSAYS,Unconfirmed,0
1469,62.08,0,0,11,"ELECTRIC BRAKE PROBLEM WARNING LIGHT ON,  RETRIEVED CODE U3003-16, U0401-68, U0101-00, NEEDED TO CLEAR DTC CODE, ROADTESTED, OK NOW",Unconfirmed,0
1469,52.17,0,205,6429,"C/S THE BRAKES MAKE A CRUNCHING NOISE WHEN FIRST APPLIED. RTESTED, VERIFIED NOISE IS NORMAL BRAKE RELEASE SOUND, WORKING AS DESIGNED",Unconfirmed,0
1469,160,62.26,637,19715,C/S BRAKE PEDAL GOING FAR DOWN,Unconfirmed,0
1469,493.62,0,895,53823,CHECK IMA LIGHT ON AGAIN THIRD TIME COMING BACK BRAKE SERVO CONNECTIONS WERE IN NEED OF BEING REATTACHED.,Unconfirmed,0
1469,48.37,0,427,18408,VERIFIER VOLANT A ETE DUR PENDANT UN CERTAIN TEMPS ET LUMIERES ETAIT ALLUME ET APRES A ETEINT ET TOUT SEMBLE NORMAL ( INDICATREUR SERVO DIRECTION ETAIT ALLUME ),Unconfirmed,0
1469,224.4,1375.37,711,14181,C/S HAS FLUID LEAKING IN DRIVERS FLOOR COMPARTMENT AREA ISOILY THERE IS SOME OIL STILL IN THE RUBBER FLOOR MAT BE CAREFUL REMOVING SO AS TO NOT SPILL ELSEWHERE IN VEHICLE PLEASE CHECK AND ADVISE,Unconfirmed,0
1469,189,71.45,712,35716,CUSTOMER STATES SQUEAKING NOISE WHEN DEPRESSING PEDDLE,Unconfirmed,0
1469,102.81,7.18,309,8564,WHEN BACKING OUT OF PARKING SPACE AND WHEN APPLYING BRAKE TO SLOW DOWN BRAKE PEDAL WENT DOWN TO THE FLOOR,Unconfirmed,0
1469,297.5,75.04,445,5237,"CUSTOMER STATES WHEN THE WEATHER OR THE CAR IS COLD ... WHEN SITTING ON AN UPHILL AT A STOP, WHEN THE CUSTOMER STARTS TO ACCELERATE FROM THE UPHILL POSITION THE CAR WILL HESITATE AND THEN MAKE A SOUND LIKE LIKE SPRING IS RELEASING IN BRAKE PEDAL AREA",Unconfirmed,0
1469,190.4,62.26,140,5473,CUSTOMER STATES THAT THERE IS NOISE HEARD INSIDE OF VEHICLE WHEN LETTING OFF OF THE BRAKE PEDAL. / CHECK AND ADVISE,Unconfirmed,0
1469,178.2,71.45,273,14119,CUSTOMER STATES VEHICLE IS MAKING TWO STRANG NOISES CHECKAND ADVISE,Unconfirmed,0
1469,171,62.26,429,22467,CUST STS  A CREAKING NOISE FROM BRAKE PEDAL AREA IS HEARDWHEN PEDAL IS PUSHED DOWN. REPLACED NOISY BOOSTER.,Unconfirmed,0
1469,200,137.08,626,29185,CUSTOMER STATESCUST STATES THAT THERE IS A BANG KINDA NOISE WHEN DEPRESSING AND PUSHING IT DOWN DAVE TEST DROVE ANDHEARD,Unconfirmed,0
1469,171,73.83,424,22467,CUST  STS  A CREAKING NOISE IN THE STEERING COLUMN IS PRESENT ON TAKE OFFS AND WHEN SLOWING DOWN. REPLACED BOOSTER ASSEMBLY AND TEST DROVE.,Unconfirmed,0
1469,208,455.32,0,10,"LOW LOW BRAKE PEDAL/ DASH LIGHTS ON,",Unconfirmed,0
1469,177.6,69.44,198,4398,CUSTOMER STATES SOP IS HERE BRAKE BOOSTER,Unconfirmed,0
1469,162.5,62.81,0,108,WHILE ON A TEST DRIVE WITH A CLIENT SALES NOTICED THAT WHILE HOLDING THE BRAKE STOPPED THERE IS A HISSING TYPE NOISEADVISE,Unconfirmed,0
1469,96.74,113.01,380,9253,BRUIT AU FREINAGE FAIT TOC,Unconfirmed,0
1469,67.2,0,458,14225,CUSTOMER STATES THAT THE BRAKE SYSTEM INDICATOR IS ON  PLEASE INSPECT AND ADVISE,Unconfirmed,0
1469,250.83,56.77,192,2784,BRUIT DE TOC EN RELACHANT LA PEDALE DE FREIN,Unconfirmed,0
1469,179.94,45.99,243,13125,FREINS C/S: REMPLACER BOOSTER A BRAKE BA00842,Unconfirmed,0
1469,156,67.33,505,28114,BRAKES NOT OPERATING PROPERLY WHEN PRESSING,Unconfirmed,0
1469,142,0,97,2625,"CUSTOMER STATES AFTER VEHICLE UPDATE 14-054, SEVERAL WARNING LIGHTS CAME ON...TECH LINE REF#3686113- TECH VERIFIED IDLE STOP ISSUE. INSTRUCTED TO CK VACUUM HOSE ON BRAKE BOOSTER PRESSURE SENSOR.. FOUND LOOSE HOSE, RECONNECTED AND TEST DROVE..OK",Unconfirmed,0
1469,142.8,82.2,43,1242,CUSTOMER STATES ON A COLD START THE BRAKE PEDAL IS COMPLETELY STIFF AND LOCKS UP PREVENTING START OF THE ENGINE; PLEASE REFER TO TECHLINE NOTES AND RECOMMENDATION...,Unconfirmed,0
