Neighborhood,Exterior1st,YearBuilt,LotFrontage,GrLivArea,GarageArea,BedroomAbvGr,FullBath,OverallQual,HeatingQC,SalePrice
Veenker,Plywood,1978,,1432,588,2,1,5,Ex,194000
NridgHt,VinylSd,2009,79.0,1502,644,3,2,7,Ex,233170
CollgCr,VinylSd,2008,64.0,1694,776,3,2,8,Ex,245350
Gilbert,VinylSd,2000,58.0,1671,472,3,2,6,Ex,173000
Edwards,Stucco,1935,120.0,2108,540,4,2,6,Ex,235000
NoRidge,HdBoard,1995,118.0,3627,807,4,3,10,Ex,625000
Mitchel,Plywood,1977,76.0,1118,358,3,1,6,TA,171000
NAmes,MetalSd,1958,76.0,1261,433,3,1,6,Ex,163000
Somerst,MetalSd,2006,35.0,1250,625,2,2,7,Ex,171900
ClearCr,MetalSd,1946,138.0,3086,0,3,3,5,TA,200500
Crawfor,Wd Sdng,1932,80.0,2345,360,4,2,6,TA,239000
NoRidge,HdBoard,1992,85.0,2872,541,4,2,8,Ex,285000
Mitchel,HdBoard,1984,37.0,923,264,3,1,5,TA,119500
OldTown,MetalSd,1926,,1224,210,3,1,6,TA,115000
Crawfor,Wd Sdng,1921,54.0,1343,186,3,1,5,Ex,154900
Edwards,Wd Sdng,1954,77.0,1124,0,3,1,5,Gd,93000
Timber,MetalSd,1990,,2514,693,4,2,7,Ex,250000
Crawfor,CemntBd,2008,64.0,1652,482,2,2,8,Ex,392500
NoRidge,Wd Sdng,1996,160.0,4476,813,4,3,10,Ex,745000
OldTown,Stucco,1920,60.0,1130,720,2,1,5,Ex,120000
Timber,MetalSd,1963,50.0,1572,995,3,1,5,Gd,186700
Edwards,AsbShng,1924,60.0,1221,392,4,1,5,Gd,104900
OldTown,HdBoard,1900,107.0,1699,420,3,2,3,TA,95000
NoRidge,ImStucc,1994,89.0,1624,757,2,2,8,Ex,262000
CollgCr,VinylSd,2002,68.0,1660,493,3,2,7,Ex,195000
Gilbert,VinylSd,1999,60.0,1804,442,3,2,7,Gd,189000
Mitchel,MetalSd,1961,,1622,1356,3,1,4,Ex,168000
Somerst,MetalSd,1999,24.0,1441,492,2,2,8,Ex,174000
OldTown,VinylSd,1925,60.0,1472,250,3,1,5,Gd,125000
Mitchel,VinylSd,1999,,1224,402,2,2,6,Ex,165000
Sawyer,HdBoard,1969,80.0,1352,299,4,1,6,TA,158000
Gilbert,VinylSd,2005,51.0,1456,400,3,2,6,Ex,176000
Gilbert,VinylSd,2006,58.0,1863,660,4,2,7,Ex,219210
OldTown,MetalSd,1916,65.0,1690,225,3,1,7,Ex,144000
CollgCr,VinylSd,2001,70.0,1212,573,3,2,7,Ex,178000
Sawyer,HdBoard,1963,75.0,1382,459,3,1,4,Gd,148000
NAmes,MetalSd,1970,71.0,864,280,3,1,4,Gd,116050
CollgCr,VinylSd,1998,80.0,1779,546,3,2,7,Ex,197900
BrkSide,Wd Sdng,1925,50.0,1348,216,3,1,5,Ex,117000
CollgCr,VinylSd,2000,75.0,1630,451,3,2,7,Ex,213000
NWAmes,HdBoard,1975,78.0,1074,495,3,1,5,Ex,153500
SawyerW,HdBoard,1990,90.0,2196,701,3,2,7,Gd,271900
SawyerW,HdBoard,1966,,1056,384,2,1,4,TA,107000
CollgCr,VinylSd,2003,70.0,1700,544,3,2,6,Ex,200000
NAmes,MetalSd,1962,70.0,1283,506,3,1,5,TA,140000
Somerst,VinylSd,2006,85.0,1660,500,3,2,8,Ex,290000
SawyerW,Wd Sdng,1992,70.0,1845,462,3,2,6,Ex,189000
Gilbert,Wd Sdng,1988,152.0,1752,492,4,2,8,Gd,164000
Edwards,MetalSd,1941,50.0,672,234,2,1,4,TA,113000
Sawyer,VinylSd,1965,,960,364,0,0,4,Ex,145000
NAmes,MetalSd,1962,69.0,999,300,3,1,5,TA,134500
Sawyer,VinylSd,1966,99.0,894,384,3,1,5,TA,125000
Sawyer,VinylSd,1978,68.0,1902,539,4,2,6,TA,112000
Somerst,CemntBd,2009,72.0,1314,552,3,2,8,Ex,229456
BrkSide,AsbShng,1947,52.0,912,0,2,1,4,Gd,80500
BrDale,CemntBd,1971,21.0,1218,0,3,1,6,TA,91500
NAmes,Wd Sdng,1964,66.0,912,288,2,1,5,TA,115000
Sawyer,HdBoard,1968,55.0,1211,322,3,1,5,Ex,134000
NAmes,Wd Sdng,1949,78.0,1846,315,3,2,6,Ex,143000
NAmes,Wd Sdng,1951,89.0,2136,528,4,2,5,TA,137900
Gilbert,VinylSd,2004,60.0,1490,388,3,2,7,Ex,184000
NAmes,VinylSd,1958,65.0,1138,264,3,1,6,Ex,145000
Somerst,VinylSd,2007,86.0,1933,668,4,2,6,Ex,214000
NAmes,VinylSd,1965,72.0,912,576,2,1,5,Ex,147000
NridgHt,MetalSd,2008,65.0,1702,1052,1,1,9,Ex,367294
NAmes,BrkFace,1960,70.0,1507,404,4,2,5,Gd,127000
Sawyer,Plywood,1977,,2620,600,4,2,5,Ex,190000
NAmes,Wd Sdng,1962,70.0,1190,540,3,1,5,TA,132500
NAmes,HdBoard,1962,70.0,1224,462,2,2,4,TA,101800
NAmes,Plywood,1959,,1188,531,3,1,5,Fa,142000
SWISU,MetalSd,1911,55.0,1964,0,4,1,5,TA,130000
Crawfor,Wd Sdng,1914,96.0,1784,180,4,1,5,Gd,138887
NridgHt,VinylSd,2003,36.0,1626,474,2,2,7,Ex,175500
CollgCr,VinylSd,2004,41.0,1948,434,4,2,7,Ex,195000
SawyerW,VinylSd,2005,63.0,1141,484,3,1,6,Ex,142500
Timber,VinylSd,2006,64.0,1484,472,2,2,8,Ex,265900
CollgCr,VinylSd,2003,65.0,1768,543,3,2,7,Ex,224900
Somerst,VinylSd,2007,83.0,1689,954,3,2,7,Ex,248328
NWAmes,Plywood,1974,85.0,1173,528,3,2,7,TA,170000
NridgHt,VinylSd,2006,107.0,2076,850,2,2,10,Ex,465000
Crawfor,BrkFace,1929,,1517,400,3,1,8,Fa,230000
NWAmes,VinylSd,1984,78.0,1868,477,3,3,6,Ex,178000
Somerst,VinylSd,2005,65.0,1553,615,3,2,7,Ex,186500
Mitchel,HdBoard,1976,,1034,888,3,1,6,TA,169900
OldTown,AsbShng,1917,60.0,2058,396,3,1,6,Fa,129500
NAmes,MetalSd,1950,60.0,988,276,3,1,5,TA,119000
NAmes,BrkFace,1968,93.0,2110,522,3,2,7,Ex,244000
NridgHt,VinylSd,2003,,1405,478,2,2,7,Ex,171750
Mitchel,HdBoard,1968,62.0,874,288,3,1,5,TA,130000
Veenker,Wd Sdng,1974,,2167,518,3,2,7,TA,294000
Edwards,VinylSd,2003,60.0,1656,397,3,2,7,Ex,165400
BrkSide,Wd Sdng,1931,52.0,1367,560,3,1,6,TA,127500
NoRidge,HdBoard,1994,91.0,1987,691,2,2,8,Ex,301500
Edwards,Wd Sdng,1922,56.0,864,0,2,1,5,Ex,99900
Gilbert,VinylSd,2005,59.0,1166,400,2,2,7,Ex,190000
NAmes,HdBoard,1969,65.0,1054,460,3,1,6,Gd,151000
Gilbert,VinylSd,1999,,1675,502,3,2,6,Ex,181000
NAmes,MetalSd,1956,80.0,1050,338,2,1,5,Gd,128900
ClearCr,Wd Sdng,1957,,1788,304,5,1,4,Ex,161500
BrkSide,Wd Sdng,1919,60.0,1824,520,3,1,6,Ex,180500
NAmes,MetalSd,1998,34.0,1337,511,2,2,6,Ex,181000
Somerst,MetalSd,1999,35.0,1452,506,3,2,7,Ex,183900
OldTown,Wd Sdng,1910,60.0,1889,308,4,1,7,TA,122000
Timber,Stucco,2008,89.0,2018,746,3,2,9,Ex,378500
Crawfor,Stucco,1935,,3447,1014,4,3,8,Ex,381000
NAmes,MetalSd,1958,78.0,1524,315,3,1,5,TA,144000
ClearCr,Plywood,1979,,1524,586,0,0,7,TA,260000
NWAmes,BrkFace,1968,,1489,462,3,2,6,Gd,185750
Sawyer,HdBoard,1965,,935,288,3,1,5,TA,137000
Edwards,Plywood,1959,124.0,1357,312,2,1,6,Gd,177000
Crawfor,Wd Sdng,1910,53.0,1250,552,3,2,5,Ex,139000
NAmes,AsbShng,1948,95.0,1920,400,4,2,5,Gd,137000
NWAmes,HdBoard,1972,,1395,497,3,1,6,TA,162000
NWAmes,HdBoard,1967,,1724,480,3,1,6,Fa,197900
CollgCr,VinylSd,2002,75.0,2031,577,3,2,8,Ex,237000
IDOTRR,MetalSd,1920,60.0,1128,528,2,1,4,TA,68400
CollgCr,VinylSd,2002,67.0,1573,544,3,2,7,Ex,227000
Timber,HdBoard,1990,50.0,1339,484,2,2,7,TA,180000
CollgCr,HdBoard,1977,61.0,1040,484,3,2,5,TA,150500
Mitchel,MetalSd,1971,94.0,1824,0,4,2,6,TA,139000
SWISU,Wd Sdng,1919,50.0,2447,336,4,2,6,Ex,169000
BrkSide,MetalSd,1939,50.0,1412,280,4,1,6,Ex,132500
NWAmes,HdBoard,1963,,1328,528,3,1,6,TA,143000
ClearCr,Wd Sdng,1964,,1582,390,4,2,5,Fa,190000
StoneBr,CemntBd,2000,40.0,1659,499,2,2,8,Ex,278000
NridgHt,VinylSd,2006,86.0,1970,753,3,2,8,Ex,281000
NAmes,Wd Sdng,1964,,1152,484,3,1,5,TA,180500
BrDale,CemntBd,1972,21.0,1302,264,3,2,5,TA,119500
OldTown,Wd Sdng,1892,60.0,2372,432,4,2,5,TA,107500
NWAmes,HdBoard,1976,78.0,1664,528,4,2,7,TA,162900
Edwards,WdShing,1955,60.0,864,572,2,1,5,TA,115000
NAmes,HdBoard,1968,70.0,1052,288,3,1,5,Gd,138500
NAmes,MetalSd,1963,80.0,1128,525,3,2,5,Gd,155000
Edwards,VinylSd,2005,35.0,1072,525,2,2,6,Gd,140000
Edwards,Stucco,2008,313.0,5642,1418,3,2,10,Ex,160000
NAmes,BrkFace,1959,75.0,1246,305,3,1,5,Ex,154000
Gilbert,VinylSd,1999,,1983,490,3,2,7,Ex,225000
Crawfor,Wd Sdng,1942,,1494,213,3,1,6,Fa,177500
NoRidge,VinylSd,1994,92.0,2526,844,4,2,8,Ex,290000
Somerst,VinylSd,2005,73.0,1616,834,3,2,7,Ex,232000
Edwards,VinylSd,2004,32.0,1708,380,3,2,7,Ex,130000
NridgHt,VinylSd,2006,108.0,1652,840,2,2,9,Ex,325000
NridgHt,VinylSd,2005,48.0,1368,474,2,2,7,Ex,202500
CollgCr,VinylSd,1994,60.0,990,480,3,1,5,Ex,138000
OldTown,MetalSd,1948,100.0,1122,528,2,1,5,Ex,147000
SawyerW,HdBoard,1991,,1294,496,3,2,6,Gd,179200
Crawfor,BrkFace,1959,100.0,1902,567,3,2,7,TA,335000
CollgCr,VinylSd,2005,68.0,1274,508,3,2,7,Ex,203000
NoRidge,Wd Sdng,1990,,2810,750,4,2,8,Ex,302000
NoRidge,VinylSd,1999,108.0,2599,779,4,2,9,Ex,333168
Edwards,Wd Sdng,1954,60.0,948,280,3,1,4,Ex,119000
NAmes,HdBoard,1969,85.0,2112,576,4,2,6,TA,206900
CollgCr,VinylSd,2008,61.0,1630,860,3,2,8,Ex,295493
Somerst,VinylSd,2006,47.0,1352,466,2,2,7,Ex,208900
CollgCr,VinylSd,2001,,1787,748,3,2,8,Ex,275000
Edwards,Wd Sdng,1954,75.0,948,248,3,1,4,Ex,111000
NAmes,BrkFace,1957,70.0,1478,442,3,1,6,Gd,156500
BrkSide,VinylSd,1949,,720,287,2,1,3,TA,72500
NoRidge,HdBoard,1992,107.0,1923,564,3,2,7,Ex,190000
BrkSide,VinylSd,1940,50.0,708,0,2,1,4,Gd,82500
Somerst,VinylSd,2006,75.0,1795,895,2,2,8,Ex,147000
IDOTRR,AsbShng,1922,40.0,796,0,2,1,4,Fa,55000
Edwards,MetalSd,1931,70.0,774,0,3,1,3,Ex,79000
Mitchel,VinylSd,1982,60.0,816,264,3,1,5,Ex,130500
OldTown,BrkFace,1920,60.0,2792,520,5,2,6,Ex,256000
Gilbert,VinylSd,1998,63.0,1632,462,3,2,7,Gd,176500
Somerst,VinylSd,2006,85.0,1588,825,3,2,8,Ex,227000
CollgCr,MetalSd,1976,55.0,954,576,3,1,5,Gd,132500
Edwards,MetalSd,1938,67.0,816,288,2,1,4,Ex,100000
IDOTRR,Wd Sdng,1938,60.0,1360,297,2,1,5,Ex,125500
BrDale,HdBoard,1970,24.0,1365,440,3,1,5,TA,125000
NWAmes,Plywood,1977,80.0,1334,630,2,2,6,TA,167900
NWAmes,Plywood,1973,87.0,1656,506,4,2,5,TA,135000
OldTown,Wd Sdng,1941,153.0,693,0,2,1,4,Fa,52500
CollgCr,VinylSd,2002,95.0,1861,492,3,2,7,Ex,200000
CollgCr,MetalSd,1972,120.0,864,288,3,1,5,Ex,128500
NAmes,MetalSd,1971,70.0,872,480,3,1,4,TA,123000
SawyerW,VinylSd,2003,66.0,1114,576,3,1,6,Ex,155000
CollgCr,VinylSd,2002,,2169,647,3,2,8,Ex,228500
Crawfor,BrkFace,1928,57.0,1913,342,3,1,6,Gd,177000
CollgCr,VinylSd,2006,85.0,1456,440,3,2,7,Ex,155835
OldTown,MetalSd,1920,50.0,960,308,2,1,4,Gd,108500
NWAmes,BrkFace,1968,,2156,508,3,2,7,TA,262500
Timber,VinylSd,2006,93.0,1776,712,3,2,8,Ex,283463
SawyerW,VinylSd,1998,,1494,514,3,2,7,Ex,215000
OldTown,MetalSd,1872,50.0,2358,0,4,2,8,Fa,122000
NAmes,MetalSd,1969,91.0,2634,968,6,2,5,TA,200000
NAmes,HdBoard,1962,70.0,1716,490,4,1,6,Ex,171000
BrkSide,MetalSd,1937,50.0,1176,624,2,1,6,TA,134900
NoRidge,VinylSd,1995,56.0,3238,666,4,2,8,Ex,410000
CollgCr,VinylSd,2000,,1865,839,3,2,7,Ex,235000
NWAmes,MetalSd,1968,102.0,1920,487,4,3,7,Gd,170000
NAmes,HdBoard,1966,,892,264,3,1,5,TA,110000
NAmes,VinylSd,1971,,1078,500,3,1,5,Ex,149900
Somerst,MetalSd,2000,,1573,440,3,2,6,Ex,177500
NridgHt,VinylSd,2004,129.0,1980,770,3,2,9,Ex,315000
SWISU,MetalSd,1921,51.0,2601,621,4,3,5,Ex,189000
StoneBr,VinylSd,2005,124.0,1530,430,3,2,7,Ex,260000
NAmes,VinylSd,1920,,1738,368,4,2,4,Gd,104900
Gilbert,VinylSd,2006,73.0,1412,432,3,2,6,Ex,156932
Somerst,MetalSd,2005,30.0,1200,480,2,2,7,Ex,144152
Somerst,VinylSd,2000,,1674,663,3,2,7,Ex,216000
CollgCr,VinylSd,1999,68.0,1790,588,3,2,7,Ex,193000
MeadowV,CemntBd,1977,41.0,1475,336,4,2,5,Ex,127000
CollgCr,VinylSd,2003,,848,420,1,1,6,Ex,144000
CollgCr,VinylSd,2003,48.0,1668,502,3,2,8,Ex,232000
OldTown,CBlock,1920,90.0,1374,338,2,1,4,Ex,105000
NAmes,AsbShng,1955,80.0,1661,377,3,1,6,Gd,165500
CollgCr,VinylSd,1998,75.0,2097,583,3,2,7,Ex,274300
NoRidge,VinylSd,2001,,2633,804,2,2,10,Ex,466500
Somerst,CemntBd,2005,85.0,1958,936,3,2,7,Ex,250000
Timber,VinylSd,2007,89.0,1571,722,3,2,8,Ex,239000
SWISU,Wd Sdng,1930,52.0,790,160,2,1,6,TA,91000
Edwards,Wd Sdng,1941,60.0,1604,660,3,2,5,Ex,117000
BrDale,HdBoard,1973,21.0,987,264,2,1,6,TA,83000
Timber,VinylSd,2006,73.0,1394,400,3,2,5,Gd,167500
Edwards,Stucco,1914,45.0,864,200,2,1,3,TA,58500
NAmes,BrkFace,1970,,2117,550,4,2,6,Ex,237500
OldTown,Wd Sdng,1920,60.0,1762,576,4,1,7,Ex,157000
Sawyer,Wd Sdng,1918,,1416,576,3,2,5,Ex,112000
Edwards,WdShing,1939,60.0,1258,280,2,1,6,TA,105000
IDOTRR,VinylSd,1922,40.0,1154,240,3,1,4,Gd,125500
NWAmes,Plywood,1978,80.0,2784,564,5,3,7,TA,250000
OldTown,Stucco,1916,60.0,2526,216,5,2,6,TA,136000
Gilbert,VinylSd,2006,42.0,1746,758,3,2,9,Ex,377500
BrkSide,Wd Sdng,1941,60.0,1218,440,3,1,6,Ex,131000
CollgCr,VinylSd,2000,70.0,1525,541,3,2,7,Ex,235000
NAmes,Plywood,1967,65.0,1584,792,4,2,5,TA,124000
NAmes,HdBoard,1967,68.0,900,288,3,1,5,TA,123000
OldTown,Wd Sdng,1905,60.0,1912,672,3,2,6,Ex,163000
Blmngtn,VinylSd,2006,53.0,1500,648,2,2,7,Ex,246578
Timber,VinylSd,2005,88.0,2482,642,4,2,8,Ex,281213
Timber,Wd Sdng,1948,,1687,572,3,1,5,TA,160000
BrkSide,MetalSd,1920,51.0,1513,180,4,1,5,Ex,137500
NAmes,VinylSd,1950,60.0,1904,240,3,1,5,Gd,138000
SWISU,WdShing,1925,51.0,1608,216,3,2,6,Ex,137450
BrkSide,WdShing,1929,50.0,1158,208,3,1,6,TA,120000
Gilbert,VinylSd,2004,62.0,1593,398,3,2,6,Ex,193000
CollgCr,VinylSd,2006,64.0,1294,662,2,2,7,Ex,193879
Somerst,VinylSd,2007,49.0,1464,754,3,2,8,Ex,282922
OldTown,Wd Sdng,1915,60.0,1214,936,3,1,3,TA,105000
Crawfor,CemntBd,2004,44.0,1646,482,2,2,8,Ex,275000
CollgCr,HdBoard,1972,70.0,768,396,2,1,5,TA,133000
Mitchel,HdBoard,1985,,833,0,3,1,5,Ex,112000
OldTown,VinylSd,1910,60.0,1363,528,3,1,4,Gd,125500
NWAmes,Plywood,1986,46.0,2093,542,3,2,7,Gd,215000
CollgCr,VinylSd,2001,79.0,1840,622,3,2,7,Ex,230000
NAmes,VinylSd,1950,80.0,1668,271,3,1,6,Ex,140000
NAmes,BrkFace,1949,60.0,1040,420,2,2,4,Fa,90000
SawyerW,VinylSd,2005,88.0,1844,620,2,2,8,Ex,257000
BrkSide,Wd Sdng,1923,64.0,1848,370,4,1,6,Gd,207000
Blmngtn,VinylSd,2007,51.0,1569,660,1,2,7,Ex,175900
OldTown,VinylSd,1885,60.0,2290,560,4,2,4,Gd,122500
NoRidge,VinylSd,1998,,2450,1069,3,2,8,Ex,340000
NAmes,HdBoard,1963,71.0,1144,336,3,1,5,TA,124000
Crawfor,Plywood,1969,,1844,540,3,2,6,Gd,223000
NWAmes,HdBoard,1968,90.0,1416,776,3,2,6,Gd,179900
NPkVill,Plywood,1977,53.0,1069,440,2,2,6,TA,127500
CollgCr,VinylSd,2003,37.0,848,420,1,1,6,Ex,136500
Edwards,Plywood,1966,,2201,432,4,2,6,TA,274970
NAmes,HdBoard,1958,,1344,484,2,1,5,TA,144000
NAmes,HdBoard,1959,80.0,1252,528,3,1,6,Ex,142000
NoRidge,VinylSd,1994,81.0,2127,525,3,2,7,Ex,271000
NAmes,MetalSd,1945,60.0,1558,288,3,1,5,TA,140000
OldTown,MetalSd,1940,60.0,804,240,2,1,5,TA,119000
NWAmes,MetalSd,1981,,1440,467,3,2,6,Ex,182900
Gilbert,VinylSd,2005,60.0,1838,372,4,2,5,Ex,192140
NPkVill,Plywood,1976,,958,440,2,2,6,TA,143750
OldTown,Wd Sdng,1927,60.0,968,216,4,2,4,TA,64500
Gilbert,VinylSd,2000,93.0,1792,451,3,2,6,Ex,186500
Mitchel,BrkFace,1977,80.0,1126,484,3,2,5,Fa,160000
NAmes,Wd Sdng,1962,80.0,1537,462,3,1,6,TA,174000
NAmes,HdBoard,1971,60.0,864,528,3,1,4,TA,120500
NridgHt,VinylSd,2008,96.0,1932,774,2,2,8,Ex,394617
OldTown,MetalSd,1957,90.0,1236,923,2,1,6,TA,149700
NWAmes,HdBoard,1979,80.0,1725,550,3,2,7,TA,197000
Crawfor,MetalSd,1922,79.0,2555,672,3,2,6,Fa,191000
CollgCr,VinylSd,2004,,848,420,1,1,6,Ex,149300
Somerst,VinylSd,2008,85.0,2007,812,3,2,10,Ex,310000
BrkSide,Wd Sdng,1916,,952,192,2,1,6,Fa,121000
CollgCr,VinylSd,2004,63.0,1422,626,3,2,7,Ex,179600
Sawyer,VinylSd,1966,70.0,913,240,3,1,6,Gd,129000
Mitchel,HdBoard,1962,,1188,312,3,1,5,TA,157900
CollgCr,VinylSd,1995,80.0,2090,556,3,2,8,Ex,240000
Edwards,MetalSd,1910,70.0,1346,384,2,1,4,Gd,112000
MeadowV,CemntBd,1970,21.0,630,0,1,1,5,Ex,92000
NAmes,VinylSd,1974,60.0,1792,0,4,2,5,TA,136000
Somerst,CemntBd,2008,78.0,1578,840,3,2,8,Ex,287090
Edwards,VinylSd,2005,35.0,1072,525,2,1,5,Gd,145000
Mitchel,VinylSd,2006,90.0,1140,0,3,1,5,Ex,84500
Somerst,VinylSd,2004,62.0,1221,400,2,2,7,Ex,185000
Gilbert,VinylSd,1999,62.0,1647,460,3,2,6,Ex,175000
NWAmes,Plywood,1978,85.0,2073,500,3,2,6,TA,210000
Crawfor,CemntBd,1941,66.0,2340,252,4,2,7,Ex,266500
NAmes,MetalSd,1950,68.0,1078,240,2,1,5,Gd,142125
Edwards,HdBoard,1965,75.0,1256,276,3,1,5,Gd,147500
