HM Claim Recognition Date (yyyy/mm/dd),HM Fiscal Month (yyyy/mm),Model Year,Manufacturing plant code,Manufacturing plant code name,Series Code,Series Name,VIN,Transmission Class(Description),Transmission Type Code,Transmission Serial No.,Failed Part No. (1-5),Reference Parts Name,Replacement Part No. (1-13),Replacement Part Name,Quantity of Replaced Parts,Quantity of Replaced Parts Total,Repair Dealer No.,Local Claim No.,HM Claim No.,Customer Voice,Defect Code,Defect Name,Repair Order Date (yyyy/mm/dd),Production Date (yyyy/mm/dd),Mileage (Mile),Applying Country Code,Applying Country Name,Approved Freight Total Amount (USD),Approved Labor Cost Total Amount (USD),Approved Material Total Amount (USD),Approved Part Total Amount (USD),Approved PLCA Total Amount (USD),Approved Sublet Total Amount (USD),Approved Tax Total Amount (USD),Approved Total Amount (USD),Total FRT,Debit/Credit,Debit/Credit Name,Debit/Credit Reason Description
2016-12-14,201612,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU003771,9AT,Q5LH,150691,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,TR06013,0014839103,20T220161214000171,"@ANZIMAN YAN KAPA]I YA] KA[IRIYOR, YA] EKS$LMES$NDEN DOLAYI @ANZUMAN D""ZG""N [ALI@MIYOR. M""@TER$ V$TES GE[$@LER$NDE SIYIRMA SES$NE BENZER SES GELD$]$N$ VE ARACIN ALTINDAN YA] KA[A]I OLDU]UNU $FADE ED$YOR",08001,Incorrect assembly,2016-10-21,2016-06-20,919,TUR,Turkey,0,19.57,228.69,28.61,19.45,0.0,0,296.33,0.6,1,Regular,
2016-12-17,201612,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU005323,9AT,Q5LH,150733,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,3,494923,0014857663,207220161217000049,ACCOUPS ET MAUVAIS FONCTIONNEMENT BOITE AUTO    FUITE D'HUILE DE BOITE,-----,,2016-12-02,2016-06-29,3457,FRA,France,0,150.98,244.46,83.69,44.64,0.0,0,523.77,2.1,1,Regular,
2016-12-21,201612,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU011317,9AT,Q5LH,187762,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,8,146096,0014867503,207220161221000074,VEHICULE ARRIVE PAR ASSISTANCE LE 03/12 PASSAGE EN NEUTRE DE LA BVA EN ROULANT PUIS IMPOSSIBILITE DE CHNAGER DE VITESSE/PASSAGE HDS CODE P07E4 P07A6 P170A P0844/ DIAG / REMPL DE L UNITE DE CDE HYDRAULIQUE EN ACCORD AVEC PL VEHICULE ARRIVE PAR ASSISTANCE LE 03/12 PASSAGE EN NEUTRE DE LA BVA EN ROULANT PUIS IMPOSSIBILITE DE CHNAGER DE VITESSE,-----,,2016-12-08,2016-10-22,59,FRA,France,0,456.73,0.0,1398.52,745.82,0.0,0,2601.08,5.5,1,Regular,
2016-12-21,201612,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU011317,9AT,Q5LH,187762,6222,"KIT,HYDRAULIC CON",062245LH000,"KIT,OIL COOLER",1,8,146096,0014867503,207220161221000074,VEHICULE ARRIVE PAR ASSISTANCE LE 03/12 PASSAGE EN NEUTRE DE LA BVA EN ROULANT PUIS IMPOSSIBILITE DE CHNAGER DE VITESSE/PASSAGE HDS CODE P07E4 P07A6 P170A P0844/ DIAG / REMPL DE L UNITE DE CDE HYDRAULIQUE EN ACCORD AVEC PL VEHICULE ARRIVE PAR ASSISTANCE LE 03/12 PASSAGE EN NEUTRE DE LA BVA EN ROULANT PUIS IMPOSSIBILITE DE CHNAGER DE VITESSE,-----,,2016-12-08,2016-10-22,59,FRA,France,0,456.73,0.0,1398.52,745.82,0.0,0,2601.08,5.5,1,Regular,
2016-12-26,201612,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU520274,9AT,Q5LH,93564,6224,"KIT,OIL COOLER",062245LH000,"KIT,OIL COOLER",1,4,TR34063,0014849618,20T220161226000011,"ARACIN PER$YOD$K KM BAKIMI KONTROLLER$ ESNASINDA @ANZUMAN SO]UTUCUSUNDA YA] KA[A]I VAR.FOTO]RAFLARI EKTED$R.ARA SERV$S$M$ZDE BEKLEMEKTED$R $VED$ D#N""@ R$CA EDER$M. ARACIN PER$YOD$K KM BAKIMI KONTROLLER$ ESNASINDA @ANZUMAN SO]UTUCUSUNDA YA] KA[A]I VAR.FOTO]RAFLARI EKTED$R.",00401,Distorted,2016-11-29,2015-12-01,18074,TUR,Turkey,0,64.07,227.88,131.41,89.3,0.0,0,512.68,2.0,1,Regular,
2016-12-27,201612,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6850FU508964,9AT,Q5LH,59892,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,25D,25D61222B3,25D220161227000013,OIL LEAK,09999,For phenomena other than those stipulated.,2016-11-16,2015-07-17,94,CYP,Cyprus,0,28.2,0.0,28.5,25.64,0.0,0,82.35,0.6,1,Regular,
2017-01-05,201701,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU009904,9AT,Q5LH,170239,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,4,TR34033,0014892795,20T220170105000048,SEYIR HALINDE KESIKLIK YAPIYOR SEYIR HALINDE KESIKLIK YAPIYOR,03214,Erroneous operation,2016-12-24,2016-09-19,756,TUR,Turkey,0,19.19,0.0,77.6,52.74,0.0,0,149.53,0.6,1,Regular,
2017-01-09,201701,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU507393,9AT,Q5LH,54205,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,00306,0014869767,245220170109000008,]BER TESS MIT HERR BERNARD KOMMUNIZIERT  TEST NR. 303280  STEUERGER[T ERSETZTN GEM . TEL. MIT HERRN BERNARD MOTOR WARNLEUCHTE AN UND GETRIEBE SCHALTET NICHT IMMER RICHTIG!!,03214,Erroneous operation,2016-12-09,2015-07-01,13159,CHE,Switzerland,0,208.65,0.0,247.73,128.5,0.0,0,584.9,1.7,1,Regular,
2017-01-09,201701,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU008972,9AT,Q5LH,166652,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,2,TR34033,0014871289,20T220170109000222,ARACIN @ANZUMANINDAN SESLER GEL$YOR ARACIN @ANZUMANINDAN SESLER GEL$YOR,00401,Distorted,2016-12-10,2016-08-08,2275,TUR,Turkey,0,19.4,0.0,55.49,37.72,0.0,0,112.61,0.6,1,Regular,
2017-01-12,201701,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU010218,9AT,Q5LH,168838,6201,"KIT,AT-TRNS",062015LHE12,"KIT,AT-TRNS",1,2,TR16013,0014902662,20T220170110000415,"ARA[ SERV$SE [EK$C$ $LE GET$R$LD$.  M""@TER$ BEYANINA G#RE;  ARA[ V$TESE GE[M$YOR ARA[ V$TESE GE[M$YOR",03217,Not operating,2017-01-04,2016-09-27,22,TUR,Turkey,0,197.93,0.0,3625.34,2463.77,38.25,0,6325.3,6.1,1,Regular,
2017-01-13,201701,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU005003,9AT,Q5LH,149942,6230,"KIT,SHAFT SEALING",062305J4000,"KIT,SHAFT SEALING",1,5,TR58013,0014867506,20T220170113000139,SOL AKS KE[ES$ DE]$@ECEK,00401,Distorted,2016-12-08,2016-06-28,6287,TUR,Turkey,0,74.88,0.0,134.04,91.1,0.0,0,300.03,2.3,1,Regular,
2017-01-13,201701,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU005543,9AT,Q5LH,149277,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,4,01299,0014906475,245220170113000019,FUITE D'HUILE AU NIVEAU DE LA BOITE A VITESSES,-----,,2017-01-06,2016-06-30,3965,CHE,Switzerland,0,98.29,0.0,52.0,26.98,0.0,0,177.28,0.6,1,Regular,
2017-01-16,201701,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6850FU527552,9AT,Q5LH,109754,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,7,HAR443 0,0014889176,202220170116000242,"CHECK FOR LACK OF WHEN REVERSING UP HILL, TECHNICAL SUPPORT HAVE REQUESTED FOR THE TRANSMISSION TO BE REPLACED",01801,Broken,2016-12-21,2016-03-01,8393,GBR,United Kingdom,0,463.05,0.0,3286.71,721.1,0.0,0,4470.87,6.1,1,Regular,
2017-01-16,201701,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU516300,9AT,Q5LH,79933,6201,"KIT,AT-TRNS",062015LHE12,"KIT,AT-TRNS",1,5,30413,0014853988,25N220170113000001,LYSER FOR FEJL IGEN P? AUT.GEAR. TESS REPORT 295916.,-----,,2016-10-28,2015-10-13,12687,DNK,Denmark,0,697.59,0.0,3742.55,1270.97,0.0,0,5711.12,7.3,1,Regular,
2017-01-20,201701,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU520769,9AT,Q5LH,87391,6224,"KIT,OIL COOLER",062245LH000,"KIT,OIL COOLER",1,1,TR06013,0014917261,20T220170120000324,"@ANZIMANDA YA] KA[A]I VAR. M""@TER$ ARACIN ALT KISMINDAN YA] SIZDI]INI $FADE ED$YOR.",01102,Deteriorated,2017-01-11,2015-12-03,8658,TUR,Turkey,0,35.97,7.69,102.04,69.34,0.0,0,215.05,1.1,1,Regular,
2017-01-21,201701,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU009398,9AT,Q5LH,166676,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,5,TR06023,0014920324,20T220170121000283,@ANZUMANDA YA] KA[A]I,00504,Premature wear and tear,2017-01-11,2016-09-02,631,TUR,Turkey,0,19.62,0.0,96.2,65.38,0.0,0,181.22,0.6,1,Regular,
2017-01-23,201701,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU511361,9AT,Q5LH,63463,6280,"UNIT ASSY,TRNS CO",062805LHE11,"UNIT ASSY,TRNS CO",1,1,10138,0014919537,26N220170123000004,VIL IKKE GIRE.,03214,Erroneous operation,2017-01-15,2015-08-26,12550,NOR,Norway,0,236.71,0.0,326.89,126.14,0.0,0,689.76,2.7,1,Regular,
2017-01-23,201701,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6850GU004205,9AT,Q5LH,150587,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,5,HSM004 0,0014922764,202220170123000156,POOR GEAR CHANGE. END COVER OF G/BOX LEAKING FLUID,-----,,2017-01-17,2016-06-23,3249,GBR,United Kingdom,0,18.79,0.0,135.91,29.81,0.0,0,184.51,0.6,1,Regular,
2017-01-24,201701,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU004492,9AT,Q5LH,151018,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,W0041,0014894721,239220170119000188,PERDITA DI QUASI TUTTO L'OLIO CAMBIO ALL'INTERNO  SOLO 0.5 L OLIO CAMBIO ODORE DI BRUCIATO VETTURASI BLOCCA E FA RUMORE STRANO,-----,,2016-12-21,2016-06-24,3711,ITA,Italy,0,336.13,0.0,3671.28,2007.09,0.0,0,6014.51,7.1,1,Regular,
2017-01-27,201701,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU518034,9AT,Q5LH,80014,6280,"UNIT ASSY,TRNS CO",062805LHE11,"UNIT ASSY,TRNS CO",1,1,10135,0014920443,26N220170127000024,MIL LYSER FUNNET FEILKODE P? GIRKASSESTYRING FEILS?KT HER M? TCM SKIFTES MIL LYSER,-----,,2017-01-16,2015-11-02,21224,NOR,Norway,0,200.94,0.0,325.57,125.63,0.0,0,652.16,1.7,1,Regular,
2017-01-28,201701,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU513915,9AT,Q5LH,71183,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,2,01277,0014924615,245220170128000013,PANNE T?MOIN MOTEUR ALLUM? PANNE T?MOIN MOTEUR ALLUM? PERTE DE PUISSANCE,-----,,2017-01-16,2015-09-18,18832,CHE,Switzerland,0,254.77,0.0,251.75,130.58,0.0,0,637.12,1.7,1,Regular,
2017-02-01,201702,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6850GU011145,9AT,Q5LH,182081,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,7,HAR443 0,0014906736,202220170201000866,CHECK FOR WARNING LIGHT AND VEHICLE BANGING BETWEEN GEAR CHANGE,01801,Broken,2017-01-06,2016-10-20,1375,GBR,United Kingdom,0,491.07,0.0,3731.69,818.73,0.0,0,5041.49,6.1,1,Regular,
2017-02-06,201702,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870GU013731,9AT,Q5LH,206169,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,5,00324,0014917131,245220170203000050,LA BOITE DE VITESSE FAIT DES ACCOUS A CHAQUE CHANGEMENTDE RAPPORT ET FAIT DES BRUITS DE FROTTEMENT.  REMPLACEMENT DE LA BOITE DE VITESSE EN ACCORD AVEC FB/HS ET TESS 308047,-----,,2017-01-13,2016-11-28,624,CHE,Switzerland,0,1039.2,0.0,3899.61,2022.72,0.0,0,6961.54,6.1,1,Regular,
2017-02-09,201702,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870FU530996,9AT,Q5LH,127716,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,119376,0014931023,201220170209000111,DAS FAHRZEUG NIMMT KEIN GAS AN UND DIE P-STELLUNG KANN NICHT VERLASSEN WERDEN. NACH DEM L\SCHEN DES DTC IST BIS ZUM ERNEUTEN STARTEN DES FAHRZEUGS ALLES OK.  DANACH TRITT DER FEHLER ERNEUT AUF UND DER DTC P0613 IST WIEDER HINTERLEGT.--- ---AUF DEM TCM-PROZESSOR IST BEREITS DIE NEUSTE SOFTWAREVERSION  INSTALLIERT. LAUT FEHLERSUCHANLEITUNG UND R]CKSPRACHE MIT TESS SOLL NUN DAS TCM AUSGETAUSCHT WERDEN.,03214,Erroneous operation,2017-01-19,2016-03-31,9,DEU,Germany,0,112.84,0.0,284.2,138.97,0.0,0,536.02,2.4,1,Regular,
2017-02-14,201702,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870FU519557,9AT,Q5LH,90498,6222,"KIT,HYDRAULIC CON",062225LH000,"KIT,HYDRAULIC CON",1,5,HEN100 0,0014932246,202220170214000377,TRANSMISSION WARNING LIGHT SHOWING - DTC STORED; P2711. SAME DTC CLEARED RECENTLY AND HAS NOW COME BACK ON. REQUIRES REPLACEMENT OF THE HYDRAULIC CONTROL UNIT.,-----,,2017-01-23,2015-11-19,3725,GBR,United Kingdom,0,475.49,0.0,1105.9,242.63,0.0,0,1824.04,5.5,1,Regular,
2017-02-14,201702,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6870FU521509,9AT,Q5LH,92099,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,109043,0014913308,201220170210000104,FZG. RUCKELT BEIM SCHALTEN,-----,,2016-12-20,2015-12-09,6159,DEU,Germany,0,288.77,0.0,3615.78,1768.12,0.0,0,5672.68,5.0,1,Regular,
2017-02-14,201702,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU526870,9AT,Q5LH,109048,6223,"KIT,SENSOR UNIT",062235LH000,"KIT,SENSOR UNIT",1,9,TR35013,0014952589,20T220170214000271,@ANZUMAN $KAZ LAMBASI YANIYOR @ANZUMAN $KAZ LAMBASI YANDI]I BEL$RT$L$YOR.,00401,Distorted,2017-01-11,2016-02-22,15683,TUR,Turkey,0,178.81,0.0,305.14,207.36,45.71,0,737.03,5.5,1,Regular,
2017-02-14,201702,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU008788,9AT,Q5LH,165122,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,TR34023,0014947923,20T220170214000153,"ARA[ $LER$ HAREKET ETM$YOR ARA[ Y""R""M""YOR",00401,Distorted,2017-01-16,2016-08-03,6313,TUR,Turkey,0,55.27,0.0,287.72,195.53,52.3,0,590.84,1.7,1,Regular,
2017-02-15,201702,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU523753,9AT,Q5LH,99025,6224,"KIT,OIL COOLER",062245LH000,"KIT,OIL COOLER",1,2,118866,0014960419,201220170215000351,UNDICHTIGKEIT AM W[RMETAUSCHER DES AUTOMATIKGETRIEBES,-----,,2017-02-01,2016-01-15,9051,DEU,Germany,0,61.03,0.0,104.38,51.05,0.0,0,216.47,1.1,1,Regular,
2017-02-15,201702,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6850GU014399,9AT,Q5LH,201471,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,2,MAN001 0,0014988546,202220170215000918,"CUSTOMER COMPLAINT - VEHICLE WENT INTO LIMP MODE, AND THERE IS A FLUID LEAK FROM THE N/S OF ENGINE.",-----,,2017-02-08,2016-12-05,700,GBR,United Kingdom,0,50.8,0.0,54.42,11.93,0.0,0,117.15,0.6,1,Regular,
2017-02-16,201702,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880GU012382,9AT,Q5LH,199246,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,02298,0014947545,245220170216000059,L'AUTO ? ARRIVATA IN OFFICINA CON LA SPIA MOTORE ACCESA.  CON LA DIAGNOSI HO STABILITO CHE IL MODO TCM ? DA SOSTITUIRE. SI ? LAMENTATO CHE PER 2 MATTINE IL CAMBIO HA FATTO UN DIFETTO E SI SONO ACCESE VARIE SPIE SUL CRUSCOTTO.,-----,,2017-01-20,2016-11-11,1275,CHE,Switzerland,0,241.48,0.0,249.65,129.49,0.0,0,620.62,1.7,1,Regular,
2017-02-17,201702,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU013854,9AT,Q5LH,204733,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,STA462 0,0015001813,202220170217000482,"INV INTO OIL LEAK, CUSTOMER FOUND SPOTS ON DRIVE.  MOVED VEHICLE TO ANOTHER POSITION & FOUND MORE  SPOTS.",-----,,2017-02-13,2016-11-28,1232,GBR,United Kingdom,0,47.97,34.98,27.12,5.94,0.0,0,116.01,0.6,1,Regular,
2017-02-21,201702,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU008370,9AT,Q5LH,163830,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,5,TR21023,0014948761,20T220170221000072,"M""@TER$ BEYANINA G#RE ARACIN @ANZUMAN ARIZA ISIGININ YANDIGINI BEYAN ETT$ ARACIN @ANZUMAN ARKA KAPAK VE CONTASI DE]$@T$,ARACIN @ANZUMAN YAGI DE]$@T$,ARACLA TEST S""R""@"" YAPILDI SIKINTI G$DER$LD$",00401,Distorted,2017-01-30,2016-07-28,1313,TUR,Turkey,0,19.49,0.0,95.57,64.96,14.72,0,194.75,0.6,1,Regular,
2017-02-22,201702,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU528461,9AT,Q5LH,114296,6201,"KIT,AT-TRNS",062015LHE12,"KIT,AT-TRNS",1,4,TR34063,0014926076,20T220170214000762,"ARA[ [EK$C$ $LE DSERV$S$M$ZE GELD$.  ARA[TA @ANZUMAN $KAZI VAR. V$TES GE[$@LER$NDE SARSINTI VAR.SES VAR. M""@TER$M$Z $KAME ARA[ TALEP ETMEKTED$R. ARA[ [EK$C$ $LE DSERV$S$M$ZE GELD$.  ARA[TA @ANZUMAN $KAZI VAR. V$TES GE[$@LER$NDE SARSINTI VAR.SES VAR.M""@TER$M$Z $KAME ARA[ TALEP ETMEKTED$R.",00401,Distorted,2017-01-19,2016-03-08,8884,TUR,Turkey,0,197.37,166.8,3630.2,2467.08,68.06,0,6529.52,6.1,1,Regular,
2017-02-22,201702,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU011861,9AT,Q5LH,194688,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,4,TR34153,0015016028,20T220170222000134,ARACDA YAG KACA]I MEVCUT,00401,Distorted,2017-02-15,2016-11-03,1386,TUR,Turkey,0,19.41,204.16,60.14,40.88,0.0,0,324.6,0.6,1,Regular,
2017-02-22,201702,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU013596,9AT,Q5LH,206163,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,TR34023,0014963314,20T220170221000069,ARA[ SEY$R HAL$NDE V$TES GE[$@LER$NDE BO@A [IKIYOR ARA[ SEY$R HAL$NDE V$TES GE[$@LER$NDE BO@A [IKIYOR,00401,Distorted,2017-01-23,2016-11-24,171,TUR,Turkey,0,197.37,0.0,3598.43,2445.49,48.96,0,6290.26,6.1,1,Regular,
2017-02-24,201702,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU523177,9AT,Q5LH,97024,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,5,123842,0014931900,201220170222000459,"FEHLERCODE P170 A SCHON MEHRFACH W[HREND DER FAHRT GESETZT,FAHRZEUG RUCKELT W[HREND DER FANHRT UND GEHT AN KREUZUNGEN FAST AUS.NACH R]CKSPRACHE MIT TESS GETRIEBE KOMPLETT ERN.( FEHLERSUCHPLAN DTO.) FAHRZEUG RUCKELT W[HREND DER FAHRT UND GEHT AN KREUZUNGEN FAST AUS",-----,,2017-01-20,2016-01-11,12324,DEU,Germany,0,465.39,68.71,3716.24,1817.24,0.0,0,6067.61,7.1,1,Regular,
2017-02-24,201702,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880GU012237,9AT,Q5LH,195058,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,7,106622,0014982224,201220170224000229,FAHRZEUG HAT KEINE LEISTUNG .KUNDE HAT DAS FAHRZEUG DANN STEHEN GELASSEN. BEI ABHOLUNG LEUCHTETE DIE MOTORKONTROLLLEUCHTE UND ES WAREN NUR DIE BEIDEN FEHLERCODES IM AT-STEUERGER[T GESPEICHERT.,-----,,2017-02-06,2016-11-10,62,DEU,Germany,0,379.65,0.0,3770.72,1843.88,0.0,0,5994.24,6.3,1,Regular,
2017-02-24,201702,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU010352,9AT,Q5LH,170161,6201,"KIT,AT-TRNS",062015LHE02,"KIT,AT-TRNS",1,1,TR34023,0014963331,20T220170223000001,ARAC V$TES GEC$SLER$NDE BOSA CIKIYOR ARACI PARK EDERKEN GER$ V$TESTEN BO@A ATIYORMU@  D KONUMUNDAN GER$YE GE[$YORMU@   V$TESLER$ KARI@TIRIYORMU@ KONTROL,00401,Distorted,2017-01-23,2016-10-04,1832,TUR,Turkey,0,197.86,0.0,3607.31,2451.52,38.59,0,6295.29,6.1,1,Regular,
2017-02-27,201702,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU519348,9AT,Q5LH,90484,6280,"UNIT ASSY,TRNS CO",062805LHE01,"UNIT ASSY,TRNS CO",1,1,912421,0014929527,207220170227000073,VOYANT BOITE DE VITESSE CLIGNOTTE AU TABLEAU DE BORD VOYANT BOITE DE VITESSE CLIGNOTTE PAS POSSIBLE DE DEPASSER LES 90 KMH,03214,Erroneous operation,2017-01-19,2015-11-18,12824,FRA,France,0,158.07,0.0,306.34,163.37,0.0,0,627.78,1.7,1,Regular,
2017-02-28,201703,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU511584,9AT,Q5LH,64081,6230,"KIT,SHAFT SEALING",062305J4000,"KIT,SHAFT SEALING",1,2,TR16013,0015021464,20T220170228000548,BAKIM ESNASINDA SOL AKS KE[ES$NDE YA] KA[A]I OLDU]U TESP$T ED$LD$ BAKIM ESNASINDA SOL AKS KE[ES$NDE YA] KA[A]I OLDU]U TESP$T ED$LD$,03214,Erroneous operation,2017-02-17,2015-08-26,18984,TUR,Turkey,0,32.43,0.0,41.35,28.09,547.22,0,649.1,1.0,1,Regular,
2017-02-28,201703,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU007537,9AT,Q5LH,160770,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,6,TR34093,0014941002,20T220170228000256,ARA[ V$TESTEN ATIYOR V$TESE GE[M$YOR. YAPILAN $NCELEMEDE; @ANZIMAN KAPA]ININ ARIZALI OLDU]U TESP$T ED$LD$.,00401,Distorted,2017-01-26,2016-07-20,1875,TUR,Turkey,0,19.46,0.0,112.15,76.22,0.0,0,207.84,0.6,1,Regular,
2017-03-02,201703,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880GU002947,9AT,Q5LH,147920,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,5,00363,0015050040,245220170302000021,SMONTATO PARATIA MOTORE INFERIORE - CAMBIO A/T COMPLETAMENTE BAGNATO D'OLIO - PERDITA OLIO DALLA FLANGIA POSTERIORE CAMBIO AUTOMATICO MACCHIE D'OLIO IN GARAGE SOTTO LA VETTURA,07408,Improperly sealed,2017-02-22,2016-06-14,3427,CHE,Switzerland,0,70.86,0.0,129.29,67.07,0.0,0,267.23,0.6,1,Regular,
2017-03-04,201703,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890FU508594,9AT,Q5LH,57560,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,1,02211,0015064342,245220170304000027,FUITE D'HUILE BOITE VITESSE AT9 C?T? ROUE AVANT GAUCHE. JOINT D?CHIR?. VOIR PHOTOS CLIENT SIGNALE T?CHE D'HUILE AU SOL,-----,,2017-02-27,2015-07-14,3860,CHE,Switzerland,0,226.26,266.1,24.49,12.71,0.0,0,529.58,1.6,1,Regular,
2017-03-07,201703,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU524517,9AT,Q5LH,98496,6235,"KIT,AWD SHAFT SEA",062355L9000,"KIT,AWD SHAFT SEA",1,6,TR54023,0014905696,20T220170307000240,"ARACIN ALTINDA YA] KA[A]I G#R""LD"". KONTROLLERDE TRANSFER AKTARMA GRUBUNUN KE[ES$NDEN YA] KA[IRIYOR.",03214,Erroneous operation,2017-01-06,2016-01-22,19688,TUR,Turkey,0,61.63,1.47,95.03,64.58,0.0,0,222.73,1.9,1,Regular,
2017-03-08,201703,2016,U,HUM (Automobile Plant),2013,CR-V,SHSRE6890GU009899,9AT,Q5LH,170196,6233,"KIT,COVER II",062335J4000,"KIT,COVER II",1,4,TR34043,0015060877,20T220170308000256,"@ANZIMAN KAPA]INDAN YA] KA[A]I VAR ARA[ SERV$SE [EK$C$ $LE GELD$   M""@TER$ $FADES$NE G#RE @ANZIMANDAN YA] KA[IRIYOR",00401,Distorted,2017-02-27,2016-09-19,1597,TUR,Turkey,0,162.12,8.67,78.66,53.45,222.51,0,525.44,5.0,1,Regular,
2017-03-09,201703,2015,U,HUM (Automobile Plant),2013,CR-V,SHSRE6880FU517810,9AT,Q5LH,60027,6229,"KIT,SHAFT SEALING",062295J4000,"KIT,SHAFT SEALING",1,1,TR34033,0015087580,20T220170309000411,AKS KECESINDE YAG KACAGI SERVIS KONTROLU,01102,Deteriorated,2017-03-04,2015-10-29,14311,TUR,Turkey,0,61.4,0.0,24.52,16.67,0.0,0,102.6,1.9,1,Regular,
