ID,Review
1281,"I found the  website very easy to use and the various policy extras easy to choose.
The price was not the cheapest but very competitive and value for what was included in the final cost plus  is a well known company."
1282,I thought I had a good deal last year but I was tempted to get a quote from  because they offered me a discount on home insurance after taking out car insurance with them. This proved an even better deal. I signed up on line which was easy but on querying something a helpful member of staff pointed out something else which I should have included. This cost a bit more but was still less than last years quote from my previous provider. I am well pleased.
1283,i recently took out home insurance and was very pleased with the service i received from . it was easy and fast to complete i would recommend anyone to use  in the future.
1284,helpful sales person just what was needed with monthly payments very satisfying transaction
1285,"From start to finish the process was easy friendly human and clear. The person on the end of the phone was happy to answer any questions I had and go over any points that werent clear as often as I needed to.

I cant praise their customer service enough. For once calling a central sales line was a pleasant experience that left me smiling at the end of it."
1286,"My previous insurer who I had been with for over 14 years (and only made two claims over that period) quoted an exhorbitant premium which made me look around.
I searched for an alternative but did not want to go through a comparrison site and  had a good reputation and easy to follow web site.
Thank goodness I made the change exactly the same cover to the very last detail but far more competitive."
1287,I contacted  for my home insurance the service was excellent and the process of buying was painless and the documents arrived the next day. I would recommend dealing with  as the are very professional
1288,The overall experience from Completing details on line to having to phone customer services about a query was easy and quick. The disapppointment came when having to do the over kill survey.
1289,"I reckon the ratings Ive given the product speaks for itself.
I began to complete the policy on-line but I had a few queries a sales representative phoned me to offer his assistance and the very helpful and polite gentleman assisted me in completing the policy by making sure I had the cover required to my best needs for this Im truly grateful."
1290,I like being able to add on extras and the explanations of if I needed them or not was very helpful
1291,Great value I just hope it is as good in the following years.
1292,Having saved money on my car insurance with  it made good sense to go with them for our house insurance my  quote was cheaper than the one I was using.
1293,I found no pushy salespersons with the sale of the policy and this was very much noticed. Good approach by staff.
1294,We have been policyholders for 10+ years: Easy to renew on line. We have had no occasion to make a claim so cannot say whether the policy is value for money
1295,Experience so far really good not giving 5 stars as dont know how it will work out should I need to make a claim
1296,I needed home content insurance looked on line and decided to go with  their prices were really competitive their site was really easy to understand and navigate around which is really important for me as I am not the best person with computers the only problem I had was setting up a password so rang the helpline number (free phone) it was answered within minutes and the young man was really helpful in sorting it out I could understand him clearly he was friendly and nothing seemed any trouble so yes I would recommend !
1297,Bit better than my previous insurer. Waiting to see about how things go when it is time for renewal - that is when insurers really \try it on\.
1298,Web and phone purchase made easy with s staff being very helpfully.
1299,My experience of  has been a long one and I have not bought their products for a few years. Recent Board-level changes have impressed and the multi-talented actor who has performed in the progression of advertisements has amused me. Having already looked at price-comparison sites I telephoned for a quote direct from . Not only was the price very competitive the application was easy to complete and seemed to have all the features I require.
1300,"Quick and easy quote provided and compared well with the my previous cover. Slightly cheaper than my previous provider.
This is not the cheapest policy but cover includes a lot more in coparison to other cheaper quotes.
Also  is well established with a good reputation.
I would recommend to anyone to consider future cover."
1301,"I compared this insurance term for terms with my existing company who then tried to match  but could not. This in itself made  the most competitive pricing.
Delighted with how my enquiry for personally handled by knowledgable and efficient people.
I have my car insurance with  also and would not now go anywhere else and highly recommend others to use Avivs"
1302,this is exactly the insurance that i required saved a lot of time searching through different providers
1303,Not had to make a claim yet which is the ultimate test of any insurance policy but so far so good. The policy is comprehensive in its range of cover and I could find nothing in the fine print to suggest there was anything being hidden or excluded that you would expect to be there. In fact there were some features like cover for our daughter whilst at Uni that I hoped for but didnt expect. The price is very reasonable too and compares favourably with similar cover from other respected providers . There are always cheaper options but with names I have never heard of so I stay away. Would definitely recommend.
1304,The whole process was very easy and straight forward the questions were sensible and easy to answer. The only problem I had was that after purchase I still got e-mails saying my quote was still active. This made me think that something might have gone wrong despite the confirmation e-mail. I am glad I paid the small amount extra to get it all in writing. I tend to find that I change supplier every year as the premiums always seem to increase substantially after the first year. It would make the quote even more attractive if it were for a number of years with only an inflationary increase.
1305,The whole process was very easy and straight forward the questions were sensible and easy to answer. The only problem I had was that after purchase I still got e-mails saying my quote was still active. This made me think that something might have gone wrong despite the confirmation e-mail. I am glad I paid the �3 extra to get it all in writing. I tend to find that I change supplier every year as the premiums always seem to double after the first year. It would make the quote even more attractive if it were for a number of years with only an inflationary increase.
1306,Easy access great coverage and an amazing low price!
1307,Best deal I found on line I have motor insurance with 
1308,"Firstly I have 2 cars insured with  on a joint policy for 2 years now. Last year nobody could touch their price (dont bother with comparison websites). Again this year nobody could come close. To make things even better I got an extra 20% discount off my car insurance because I have my home insurance and 30% extra off my home insurance because I have my cars insured with them.
Now their home policy wasnt the cheapest however I had every conceivable extra which didnt quite make a level playing field for comparison purposes but all things being equal with the 30% discount applied it was VERY competitive.
The peace of mind comes in because I am dealing with an insurance company and not a broker. You will see the benefit of this if you ever have to make a claim."
1309,"This was the best value for the cover we required and dealt with our needs.

Only one issue the 1.5% charge for a credit card I expect this exceeded the cost of adminestering and under new legislation this might not be fair.
It only came up when I was paying for the product I could have paid by a Debit ard and I would expect it cost no more to adminester."
1310,Great sevice took policy direct this time not through broker as cheaper and no silly admin fee for renewing. Avila understand the needs for my property as local to norfolk namely clay lump construction normal for old properties. Not too many silly questions just straight forward easy process.
1311,"A Very good service
Also very helpful on twitter would recommend them to all my friends and family best quotes where from  on car insurance and home insurance"
1312,A lot cheaper than my renewal policy is like for like of my previous years  so all appears to be a good buy.
1313,"Great quote but when taking up insurance the amount payable did not match the original quote. Therefore had to phone to take up at quoted premium.
Customer service very good when I telephoned and ensured I paid the correct lower premium in accordance with the emailed quote."
1314,"My buildings and contents insurance was due to be renewed at a cost of over �X monthly. When I mentioned this to my family they were astonished so I decided to try elsewhere.  had already cut the annual cost of my car insurance by over �X and it even went down the following year so it seemed to be a good place to start.

The representative to whom I spoke over the phone was very friendly but it was somewhat annoying that he kept having to refer my case to a higher authority. All told the proceedings took about an hour. The written documentation contained errors.

In the end however it was worth it as the annual cost was cut by somewhere around �X.

Of course insurance is only good if it meets your needs and the real test will be if I ever have to make a claim. Obviously I hope this will not happen but only time will tell.

In conclusion I would like to say that the rule in writing these reviews that reference to specific prices or amounts saved seems to be pointless."
1315,My Pension wifes car insuarnce are both with  so l have placed my Home Insurance with  - why not they are excellent.
1316,This is another product I have purchased from . The customer service and value for money is fantastic. The more products you have with them the better the discounts and value. I would definitely recommend  to anyone.
1317,Website easy to use and to read the policy benefits.
1318, not only undercut my previous insurer but also gave better cover which was tailored to suit our needs!!
1319,"Car insurance renewal was fine with query leading to reduction in premium.
Renewing two home insurances proved more problematic as change from just paying monthly to paying annually oddly and unnecessarily required change of policy number! I was assured that the same policy conditions would apply to the new policy number; this was NOT the case and caused considerable effort in sorting out but with a review next year although I had the policy with CU then NU then  for over 30 years and no change of property and not a single claim! (I would not have changed my well-working policy and been willing to pay the small charge for monthly interest to avoid this hassle).
Otherwise I have been happy with CU/NU/ for the past 45 years!"
1320,Every member of staff I spoke to regarding my insurance was very helpful and gave me all the information I needed. I also got a good deal because I bought both my life insurance and home insurance with . Would definately recommend to a friend.
1321,"Was able to purchase my home contents insurance and speak to an advisor who helped me make sure I had the correct cover. Web site was easy to use and login and see your documents. Price seemed very competitive.
If the experience was to be replicated in the event of a claim then it would be a first class product and company."
1322,"Great experience for us.
My wife was particlularly impressed with the simple plain language of our policy.
Far better than our previous insurance suppliers and will move all insurances to  now."
1323,"My husband inherited his family home following the death of his mother and as we need to renovate it prior to moving in we needed insurance for an unoccupied property.

We contacted the insurers who had previously covered the house but found their premium to be ridiculously high bearing in mind its history and level of contents (practically none).

I rang  as they cover our existing home and was delighted by the service.

The agent took minimal details to allow her to quickly check with the underwriters and then once they agreed to give cover she went through all the information needed.

As we have five years NCD on our own home this was extended to the new house. Cover for falling trees was included as standard (unlike the other insurer referred to above) which we need as the new house has several trees in the garden.

The agent was pleasant helpful and cheerful. The policy was tailored to suit us regarding cover and excesses and I could not have be happier."
1324,Straightforward to complete however initial price is greatly increased when you add in what I would consider to be standard parts of the product ie no claims protection.
1325,After reviewing lots of insurance policies this one could not be beaten for price or product. Very easy to use website would and have recommended to others
1326,Points discussed in formulating policy quotation were clearly dealt with and resultant quotation covered my requirements conpletely.
1327,NO frills NO nonsense just good honest people selling good honest insurance
1328,Unusual insurance request was dealt with extremely efficiently.The telephone representative went the extra mile to ensure we were satisfied with the extras that we needed
1329,I find the website excellent and has an easy navigation system. I also like the pop-up information that is provided with the ?
1330,Great service and savings - multi insurance for cars and home worked well for me. good phone service and clear explanations from customer service operators.
1331,Was easy to buy and documents arrived very promptly. Would definitely recommend the service and compares well with my former insurers.
1332,"I have recently take up House Insurance with  and can honestly say the customer service was the best I have experienced when purchasing any insurance. The advisers that I spoke to were knowlegable friendly and seemed genuinely interested in me and my requirements.

Having received a renewal qoute from my previous insurers that was twice what Id paid previously  were able to offer me a far better deal for the same product.

Not only that but also on receiving my policy documents I realised the paperwork was far clearer to understand than Id previously had. All in all a very good service and I will definitely be back for my other insurance products as the come up for renewal."
1333,Everything was made so easy.Was pleased that everything was in order from the start. Makes a nice change from some
1334,Excellent value easy purchase even moved my car insurance
1335,"The company has good and easy to view terms and conditions
easy to alter various conditions and see the different changes in prices they create.
The on line service is excellent and there is also the telephone service if it is required.
The fact that if you have various other insurances with the company then they usually offer better terms and conditions with the insurance that is being discussed."
1336,I am totally satisfied with the savings I have made
1337,Was surprised how much cover I got for such a low payment compared to previous company I was with. The representative on the live chat was excellent went through everything with me to ensure I hadnt forgot anything . I stated a timne for a ring back to set up the policy and I was rung on time which is a first so was impressed with evrything and everyone concerned at .
1338,"I chose to go on line to renew my household insurance. One can choose any option of cover you require and it is all made easy on line. Explanations and options are given every step of the way through your purchase. I will use  Direct for my car insurance cover when it comes up for renewal.

I liked this product for the options and choices of cover.
The only thing I disliked about the product was there was a charge shown on screen for the certicate and documents to be sent out to the customer by post. I just think it should be sent out as a right and free. However it is an excellant product."
1339,Very competetive premium. Excellent service from the advisor at Glasgow call centre. High recommendation.
1340,A great product at a great price. The best quote we could get. Made us change from our present home insurer who could not get anywhere near s quote!
1341,Excellant price AND cash bck too! The internet site was brilliant. Most importantly the cover is all I need. I have saved more than I thought possible as I got what I thought was a good deal last year but  beat it. I also enjoy the support service and the great offfers that come withbeing a customer. Free tickets to the opening matches of the  premiership rugby season were so appreciated. Discount on more products is something I will be taking up as policies come up for renewal. Over all I am so impressed with . Well done
1342,I HAVE BEEN VERY SATISFIED WITH THE INSURANCE THAT i TOOK OUT FOR MY FLAT. HAVE RECOMMENDED TO MY FRIENDS
1343,Great price great service and easy to buy over the internet was easier to see exactly what I was getting for my money than most other websites i had tried before.
1344,Having got good value with car insurance I was pleased home insurance was also competitive.
1345,What I felt was a complicated situation was made so much simpler by the efficient and courteous staff who attended to me. I felt so relieved having \got things sorted\ and at such a reasonable price too. Thanks to  and their friendly team.
1346,"I found the whole experience in dealing with  much easier less taxing and not at all confusing when compared to comparison web sites I would thoroughly recommend  to others.
The process took approx 15 minutes and each policy area was explained in detail in order to fully understand what was being purchased."
1347,Very good experience
1348,I looked at many insurance companies and found that because we have an item that fell outside the single item price range we were un insureable whereas  gave us a larger range we were able to itemise the piece whilst keeping the total package affordable. We were advised by another insurance company to sell the item in question so that they could insure us??
1349,"One would point out that the  web site is the worse web site one could visit.
It was only after I had phoned (Using a FREE phone number) to let  know that their web site was rubbish that a very polite and I would suspect young lady phoned to apologize for the problems with the web and offing me a deal that I found fair and reached all my requirements that I change from my usual insurer to  .
I can make no other observation as regards  other than to say the cover appears very good and the price very reasonable.
As we have never made a claim one can not give a judgement as to the service given by .
Sorry to say that the field \Would you recommend\  was mandatory and as i was going to leave blank  is the reason for me putting NO. This question should be asked when next years renewal is due. This also applies to the rating I have given This also applies to the rating I have given"
1350,Most helpful and informative customer service and excellent value for money. Thanks so much
1351,I was trawling through other sites for quotes and wasnt having much joy when I thought of that Italian guy on the advert \straight to \. I was able to customise the cover  excess etc and had completed the transaction in seconds  fantastico!
1352,Easy to understand and simple to use with a great price to finish with.
1353,Applied for quotation on line and was pleased with price quoted I had a query re the contents element. Discussed this with a advisor who then asked if I had any other  products said I had pension and price was further reduced. I can guarantee I could not get a better price anywhere. Would recommend to anyone at the very least get a quote.
1354,"Quick to phone but 2 weeks after purchase and still no documents by either email or post. Not very good customer service!!
Wont be renewing home or motor."
1355,Gave me what I required at good value but kept getting anoying quote reminders even AFTER I had purchased
1356,I always purchase my Home & Contents Insurance online. I found `s website self explanatory and easy to do. The only thing that I did struggle with and this maybe my own fault is that I could not set up the policy for the date I required.
1357,"We had been with our previous insurer for over 30 years they kept increasing the price with no obvious increase in benefit they just did not seem to care assuming we would stay with them as we had for so long. We felt it was time to look at some alternatives.

We looked at 3 alternavites finding  to be helpful and practical from the first word we got a first quote made a few changes to the cover needed got a new quote which was still a good saving for good cover.
The young lady we spoke to was helpful polite & practical.

Just like with all insurance one hopes never to have to make a claim but we feel  understood our needs when we bought the cover so will understand our needs if we do ever have to place a claim."
1358,Great price beat everyone else and offers everything that we need to cover all of our property and belongings.
1359,I looked round various sites and called a couple and these offered the best value for money for the tye of home insurace that we were after also the cheapest with the lowest access rate.
1360,no problems  purchased on line was a doddle to do compared to others.
1361,Always received excellent service on both motor and household feels safe with regard to any future problems
1362,Very reasonable price and no hassle. Even I found it very easy to complete.
1363,Great company great service....on call whenever you need them low competitive prices with a great selection of policies.
1364,The process of buying home insurance was easily completed. All elements of the total product were given with the cost quickly established.
1365,Competitive price (substantially cheaper than existing cover) clear details of cover instant quotes with minimum input \painless process\  policy documents available for immediate down-load
1366,Could check out the options on line with ease and decide it was suitable and good value then progress to completing the transaction. Found that a date had been incorrectly typed and overlooked phoned up and explained. It was rectified almost immediately. Would recommend.
1367,Great and simple apart from doing review which you have to write sixteen words
1368,I found the website easy to use and informative. The level of cover was comparative to many other more expensive companies . The quote provided was immediate precise and in plain English . Another reason for choosing  for home insurance was the positive experiance of insuring my and my wifes car with them . I have no experiance of the claim process which is the real test but hope I never have to use it ! To date my overall impresion is of a very positive and proffessional companythatis customer focused
1369,"I approached  because they did me a good deal on my pension annuity. My current home insurance company tries it on every year with silly increases - almost as if it was to see if you had noticed.

This year I went onto the  website and got more insurance for less premium. When the documents came through there was a minor addition I wanted so I phoned. The phone was answered immediately and the change was made.

All a very promising start."
1370,"all done online so no actual human contact. I was surprised to see that the
premium was deducted before the policy took effect."
1371,"Being satisfied with our cars insurances I looked into transferring our home & contents insurance to . The on-line research was straightforward and the subsequent telephone contact was relatively problem-free - the only minor point was that I was promised a return call which did not materialise and I had to intiate the follow-up.

However overall Im happy with s constructive assistance and value for money and they would be my first port of call should I need insurances in the future."
1372,I sought a quote after my regular insurance has crept steadily up in recent years and was very pleased with the price and cover provided. The only query I have (which I am currently waiting for an answer from ) is that it mentions it will save my card details to take next years premium and I may not want to renew with them next year. Whilst I know I have the option to cancel there is always the possibility of an overlap.
1373,A good deal on house insurance but  where a little too eager as even after I was sold a policy I was still getting reminders to take out a policy! I thought this was a little unprofessional to say the least.
1374,I have had car insurance with  [also my wife] for many years. On the one occasion we had to make a claim the customer service was straight forward and excellent. The repair work was to a high standard. Also the online documents are clear and easy to understand. We hope the house insurance policy will operate to the same high standards as the car insurance
1375,Excellent policy with the right amount of cover for the right price. Highly recommended to give  a try.
1376,The online experience was fairly straightforward when completing myself. Had various e-mails stating that I could take up the offering even after I had actually signed up which was slightly misleading/annoying. Also they seemed to show the initial offer. I also received a voice call which came about I assumed from an issue I had created when completing the quote. It was an errouneous call asking my to take up the offer however I had taken up the policy?
1377,My only problem to complete the purchase of my recent home @ contents policy was the endless attempts to pay with a card  after which Ihad to phone to complete the purchase . At all times staff have been most helpful  so will hope for an affordable renuable car insurance too !
1378,Looking for reasonable motor insurance last year after typical hike by my then insurer  offered extremely competetive rates for both our cars so when the same thing happened for homes and contents insurance  once again came up trumps.
1379,I was contacted soon after obtaining an online quote and requested a call back in a couple of days time. This allowed me time to consider other quotes and ensure I was choosing the right level of cover. I didnt feel pressured. I was able to go through various options before finalising. Quick efficient (and patient) service.
1380,Easy to use website offers what I need and was easy to move from step A to step B and pay - would use again
1381,"I found a telephone rep very helpful so I was able to choose the cover I needed quite easily.
I also found your Premiums very competitive.
Overall it was good.
Thank You"
1382,I recently purchased my second insurance policy via . I asked for a quote online and as it was so much lower than the quote from my previous policy I decided to leave it temporarily so I could check it out. Later the same day I received a telephone call from one of s agents. He was very helpful answered all my queries even went through my previous policy item by item to make sure that I had everything covered. He confirmed that my new policy was the same (I think even better) than my previous policy so I purchased it there and then saving myself a large amount of money. I will certainly be dealing with  in the future.
1383,"I phones  on a Sunday a couple of weeks ago to get a price for house insurance. We have been with existing insurer for over 25 years but the price was going up and up.

I got a fantastic quote and happily went ahead."
1384,I gave all my details on-line and was informed that I would receive the necessary paperwork by post in the near future. I have not yet received any paperwork
1385,Very simple website to navigate - made buying my house insurance easy. Showed me exactly what the policy covered and has a what if facility to show the increase/decrease in premiums for add ons which I found very useful
1386,price for home insurance is very good and hard to beat.
1387,Saved money when compared to renewal quote from previous insurer
1388,"Was unsure of changing companies but really pleased that I have.

Far better insurance coverage tailored to individual requirements than blanket policies with silly caps on.

Best staff not afraid to \find out\ from understanding supervisors who must have heard it all before Good experience Highly recommended"
1389,Obtained quote on-line for house and contents insurance was then able to speak to a person to verify that my policy contained all that I required. The customer service provided by  was second to none and gave me reassurance that my policy cover was as anticipated. Friendly helpful customer service.
1390,"Having got a great deal on my car insurance I decided to try  when my House insurance came up for renewal. The customer service person was great she guided me through the options and made everything very clear. She pointed out the benefits of each section and advised where necessary. She wasnt pushy and the hole experience was a pleasure.
I was so pleased that I will be coming back to  for other products & services. So nice to be treated like a person not just another punter. Great jo please keep it up."
1391,"Poor support when using Internet based services. When there are problems it takes forever to get a response.
I was left without home cover for nearly two weeks."
1392,I chose  for its value and the fact that I could speak to a uk call centre where the level of customer care was superb. Any questions I had were answered clearly they didnt try to push any extra items that I did not want onto my policy and having used  in the past if you have any problems and need to phone the emergency call line they are there to sort you out and take the stress away from you.
1393,"I have not been able to register online. I rang a represenative upwho said she would forward the policy on to me ! Not so far.
So I have to make another call."
1394,Very competitive price and helpful no-nonsense advice from customer services.
1395,We were called back after having a minor problem online your member off staff took us through the policy details everything was made very clear we purchased the policy that fitted our needs. A slight address detail error was also corrected. We are very pleased with the whole transaction.
1396,I signed up for a household policy and was told that documents would be sent to me but so far nothing has arrived. All though the policy seems ok It would be nice to get it in writing.
1397,Thought I shop around this time when re-newing my contents insurance and as I was already with  for my car insurance I would give them a try and was pleasently suprised with the deal I got with what can only be said I got more for less the latter being cash paid for the policy.
1398,"1. Quote not emailed (had to be reminded)
2. Constant follow-up calls
3. Payment was painful - it was by phone and when I finally called to accept they couldnt find the quote. I then wasnt told there was a credit card surcharge until half-way through giving the card details
4. Policy details not sent (had to be reminded)
5. Sale and policy number not confirmed by email
6. Online experience appalling - the system has no record of my policy number and is unusable! And I am not paying  3p a minute phone charges for  to sort out THEIR problems. Why is there no email support?
7. And there is still an error on the policy document. I will just keep calling the free sales line until they get it right.

 - hopeless customer service"
1399,"Overall good package.
Let down heavily by the removal of funds from my account many weeks prior to the renewal dates of both home and car insurances. This should not happen and is unjust."
1400,We already have car insurance for 2 cars with  and phoned them to see if they would offer a competitive rate for our house and contents insurance also. The result was very positive and the price asked was significantly better than the renewal quote from our existing insurer so we signed up immediately.
1401,"I have used other websites that seem to ask confusing questions  only ask what is necessary to the particular type of insurance that you wish to take out. I like clear concise questions as it is much easier to then give clear precise answers.

Value for money is also good compared to other companies. My late father had a claim with  and they dealt with it very well bearing in mind my dad was 90 years old and very deaf so they dealt with us to make it easier for him.

All together a very good company to deal with."
1402,Excellent customer service and very happy with all products purchased.
1403,Nothing is to much trouble for the team at  and buying insurance is so simple the staff are very well trained and very knowledgeable  Great to talk to Uk based staff who are all very friendly  I now have two car policies and house insurance with  Would definately recomend to a friend.
1404,The whole operation of assessing product and price was done very easily.As an  customer already the decision to add house insurance was an easy one.
1405,It was very easy to get a quote and a fair price as well
1406,I was able to easily compare against my previous insurance to see that I was getting what I required. No problems at all with taking out my insurance with  on line. It was so easy. Im not very confident at doing things on line and instead of finding this daunting I found it to be so straight forward and quick. Im happy! and covered!!
1407,"I found my house insurance had lapsed and things were not as easy to re-instate according to other companies.

Your representative was very polite very knowledgeable and very very helpful.

Although it took around 15 minutes to sort out all the details it was very smoothly done.

At the end of my call all questions had been answered a policy which fitted my needs exactly was in place.

Service above and beyond anything I could expect."
1408,"I am always suspect of cheap quotations

 were not the cheapest by a long shot but were around the price I expected to pay with the cover I wanted & with a name I could have confidence in.

I would certainly recommend them so far"
1409,"We knew which features and benefits we needed from our policy. Some companies were not able to meet our needs but  could. We found the site easy to use and when we needed more advice there was a knowledgeable phone line operator to contact free of charge. Our policy was not only available on line but a hard copy was posted to us free of charge.
From the many companies we contacted  provided the cheapest quote and we got M&S vouchers for buying on line."
1410,Easily the cheapest and best deal offered. A comprehensive policy that covers everything I need at a very competitive price.
1411, are not on price comparison websites so very easy to assume that their prices will generally be higher However s prices are similar to most others very often for better cover and without those extras that other companies tend to add on without you realising. From experience we found that when you do make a claim the response time is immediate and everything is taken care of and the details of the claims process are clearly explained.
1412,"i was searching online for household insurance and came across 
having gone through numerous websites most of the others wanted way to much detail and i become disengaged with bothering until i came across  whilst they may not be the cheapest as i wanted a bells and whistles policy i was really pleased with the ease of quote and purchase and hope in the event of requiring to make a claim it will be a easy"
1413,The product was a great price compared to others on the market. Experience was tainted by requesting to pay monthly and without permission  took the whole amount in 1 lump sum. Not happy to say the least!!
1414,"the small print matters read/understand it before buying.....you need to be comfortable with your understanding and ask if your not ....I think what I bought is what I expected............hope I do not need it !!..... in a manner of speaking......BUT... at least I have peace of mind....what price for that?
Do not rely on comparison websites.....ok I started there but what you input does not necessarily translate across to inclusion on each quote for comparison...beware!"
1415,With pleasant personnel offering a clear and concise product it was a delight not to be \bullied\ as you seem to be on the normal Insurance on line experiences.
1416,I had worried about sorting out my insurance in the end  made it easy and saved me a lot of money.
1417,Easy to get a quote & cheapest in comparison to other companys.
1418,The lady I spoke to was most helpful and explained things very clearly and precise. The main reason I liked the product was because it was better than the product I already had.
1419,I am now satisfied not only by the pleasant manner my call is treated but most of all by any renewal premiums I receive from . It seems that now they research my premium against other companies before sending. I have no need any more to compare like for like myself.  have done all my work for me. Well done. This way you can keep GOOD Customers.
1420,For the same product I saved a lot of money on a renewal quote from my previous insurers - even though I had never made a claim and had been with them for several years! Does customer loyalty not count these days? Having said that  did a good deal as I am insured with them for my car and they deal with problems quickly efficiently and without fuss!
1421,"I recently changed my house insurance policy to  following my son in laws experience.

Acting for my son in law I called  from the roadside. He was being cut from his car following a collision and thankfully was not seriously injured. I spoke to  giving them all the details I could. The accident occurred one Saturday afternoon and by 5pm that day  informed us that they had already been in contact with both other parties and would be able to settle the claim within a few days. On Tuesday (3 days later) my son in law received a cheque for his written off car.

The service provided by  was truly outstanding. I was so impressed by the professional courteous and caring manner of service that I switched my own insurers a week later when my house policy was due for renewal.

An amazing level of service. Thank you."
1422,Found customer service exellent. What more can one say.
1423,I was very pleased to be able to take out a far superior policy compared to the one I purchased elsewhere last year and for a much cheaper price. I also have a car insurance with  which helped give me a discount on my house insurance.
1424,"The whole experience was great from start to finish the ease of being able to find exactly what you needed from your Insurance policy. I would recommend anybody to use  as a lot of the other companies i tried where not as easily understandable.

I will be telling all my friends when they need to renew to give  a try and when my other Insurance policies need renewing I will be getting quotes for there replacements."
1425,Sales team were brilliant and they called back when they said they would Cannot fault then
1426,Good value probably due to discounts from having a multi car policy with . The real test will be if the premiums shot up next year when I wil not be a new customer. This is usually the case with other insurers and I dont expect this to be any different! Only time will tell.
1427,Helpful advisor -- not too pushy! Fair price that beat the quote I received from my current insurers. Would recommend others to at least do a comparison check. Many thanks.
1428,"I have had home insurance for over 30years. I am a registered childminder and have been for the past 10 years. I have stayed with the same home insurance provider because of my business.
I decided to seek alternative quotes from various providers thinking that it would only confirm that my insurance provider was as competative as any other. Was I wrong!
I contacted  as one of my price comparisons.......it was so easy to get a quote. The representative from  was so helpful she went through everything I would need to include which was more cover than my last insurerer. I was holding my breath when she said \here is your quote\. To my amazement it was a lot cheaper than expected even with the extras on it. I got a discount for having motor insurance with  too. Definitely worth shopping around. A better product than I already had.......and a lot cheaper. Thank you for your help."
1429,I certainly feel that the product gives all of the cover required for the home. In addition I found it extremely compete ice from all other quotes.
1430, was very competive in the Market for the same type of cover
1431,Buildings and Contents insurance purchased easily via web site versatility to choose own limits and levels of cover plus ability to name individual items. Better cover found for less money so more than happy with my  experience. The real judgement however will come a year from now when my new premium is announced.
1432,Easy to buy and great help from the help line. They were able to answer an unusual question with not too long a delay and it was covered. Cover matches any other company and was cheaper too. Hope I never need to use it!
1433,Comprehensive home policy for buildings and contents with lots of flexibility to customise for individual preferences
1434,would have liked contact tel no to be a free phone one and a copy of docs to be posted to me free rather than it costing however all staff very helpfull so far so good
1435,I did a search on line and this I found the quickest and best option. They then phoned me and talked me through things which were very exceptable.
1436,When our old polcy was up for renewal we decided to do some shopping around to see what else was out there and found  to be offering the best value for money policy. The overall experience from the quotation to the purchase was very positive. Would recommend to anybody
1437,EXCELLENT INSURANCE DEAL. WITH ALL THE INCREASES IN INSURANCES IT WAS GREAT TO STILL BE ABLE TO SAVE MONEY WITHOUT LOSING OUT ON QUALITY OF SERVICE. AND COVER. SO FAR I WOULD RECOMMEND GIVING  A GO.
1438,Having just lost my mother I needed to check the policy for more than 30 days unoccupied house insurance period The team at  were very helpful at such a sad time and made me feel valued as a customer would recommend their service to anyone.
1439,I was very happy with all of the services I was offerd.
1440,I recieved my renewal from another Company which was very competetive and I did not think I would get lower. However  was cheaper and offered very good cover for my home.It was easy to purchase on line.
1441,value for money when compred with other companies.
1442,This was one of the best services I have had we had a local company quote which was far more expensive and not a very good service. I contacted  and they were very helpful even after I had made the application on line would I recommend them Yes without a doubt.
1443,Good value contents covereasy to set up good price compared to others checked out on line
1444,They beat all prices! They pull out all the stops and give you their best deal possible for you........Thanks a million!
1445,This home insurance was considerably cheaper than my current one. Although Im supposed to get a 20% discount as I have car insurance with . I cant tell if Ive received this or not thats the only part of the process that is rather obscure.
1446,For once a company where you can purchase differing levels of accidental cover! Add ons are simple to use and makes tailoring the insurance easier rather than pay for stuff you dont need.
1447,very good value for moneyno gimmicks.and very friendly staff.
1448,Excellent service ast all times no problems at all. Competitive price and  very usefully an 0800 number to ring them on . Great so far.
1449,great value for money easy to arrange on line my car insurance and my house insurance ..
1450,"Why are insurance companies insisting in making automatic renewal the standard and claimimg that it is for the customers benefit? It requires extra effort on the customers part and sometimes phone calls to decilne it. It is of no benefit to the customer who should review their policy annually as a matter of course and a major benefit to the insurance company as the renewal premium is usually higher that one can get by looking around - even if you stay with the same company.
As a minimum the default should be that is it not included and a tick box can be provided for those who wish to take up this facility.
Unfortunately  is no better than the rest on this issue."
